"","X","n_obs","m","C_obs","N_scr","N_scr_se","sigma_scr","sigma_scr_se","lambda0_scr","scr_ran","runtime_scr","N","N_se","sigma","sigma_se","lambda0","beta","r","runtime","ess_N","ess_sigma","N_better","sigma_better","N_true","beta_true","sigma_true","freq"
"219",9,133,29,25,43.0989243735391,5.14421042327087,0.0913615335843519,0.00605136728856638,0.223242730783721,1,0.23397186199824,46.3244,5.96541692756239,0.0975030607170699,0.0075670029464102,0.145039447430525,32.9032479234498,0.114507023115327,15.7818186601003,1353.7668004065,478.079722613813,1,1,50,0.8,0.12,270
"220",10,135,32,25,42.430310138865,4.28808772741673,0.102760815249226,0.00671595991593518,0.240256917198318,1,0.171847267945608,43.9316,4.82628621773121,0.109265017380756,0.00865920944264779,0.174421722298825,12.3569458147023,0.234253244399937,15.0715329567591,1057.14081499691,478.414983888023,1,1,50,1,0.12,270
"221",1,88,32,22,50.7429350688641,6.50583530373815,0.1046902598765,0.00912991613593266,0.107657222695081,1,0.0813189466794332,55.9816,8.61155764133319,0.126333696511326,0.0149578087229115,0.0547494379751251,17.6780657428966,0.102385931700877,13.6544008970261,880.661073456364,334.119370477311,0,1,50,0.2,0.18,135
"222",2,93,32,24,49.8244494865448,6.86970205268087,0.125022737076629,0.0138848895356741,0.0680708493254291,1,0.140204099814097,47.4716,6.68040751585045,0.159655124922853,0.0266195966010728,0.0474434979373072,8.22796322773598,0.308542521662429,12.6316232601802,361.204719099883,88.771053884124,0,1,50,0.4,0.18,135
"223",3,103,38,24,52.4040150249719,5.91719384294857,0.1602923696484,0.0167158382429767,0.0504378472258745,1,0.142153358459473,54.5852,6.62464303326053,0.175456874864223,0.0219956980208909,0.0396212201244641,7.351972661022,0.219109125245266,14.7920129617055,683.754225701642,320.258935372043,0,1,50,0.599999999999999,0.18,135
"224",4,69,29,24,49.724709647441,7.82970932041621,0.121613870296423,0.0146380193449041,0.0569055183787464,1,0.106955774625142,46.0488,7.09406433996364,0.171632347493949,0.0479156230485932,0.0373916766045626,1.45649887194417,0.510492185245283,10.9860163172086,693.364939931749,111.163817439548,0,1,50,0.8,0.18,135
"225",5,71,34,24,58.9428264917298,9.14764369791591,0.135471549166521,0.0167281008986846,0.0424613310248062,1,0.126461593310038,61.822,10.108332570456,0.149024532140886,0.0251581792972496,0.0354556272373869,9.08686058504735,0.38778256108246,12.8799986163775,638.606836196614,150.356180315952,0,1,50,1,0.18,135
"226",6,166,36,24,58.4179618270149,6.51658411935418,0.0797522215727573,0.00433360600857679,0.257419440044348,1,0.215985568364461,67.5464,8.87406032313548,0.0899437504136611,0.00809750211314961,0.110653207653754,29.1024795776387,0.0799946349029288,21.3620321989059,985.368009442547,329.605543807104,0,1,50,0.2,0.18,270
"227",7,145,32,24,41.4690096591295,4.08919770476735,0.12219251197492,0.00883638849383095,0.139549465422744,1,0.228743386268616,45.3692,5.1686339850011,0.12923477286371,0.0127666069240979,0.0895340296851116,22.7473977560953,0.113497200547223,16.7773994048436,880.622736989764,286.92309500076,1,1,50,0.4,0.18,270
"228",8,154,37,25,44.7652975201127,3.64443627277978,0.146546692778638,0.0104619190259198,0.105698003012279,1,0.363141604264577,47.3952,4.38765513310091,0.159340109018875,0.0135526879602939,0.0698250758379529,25.8343913724731,0.104557650680385,18.1083998799324,1010.2476792321,400.028684723745,1,1,50,0.599999999999999,0.18,270
"229",9,159,41,25,51.6281048654487,4.36413549689891,0.139791764599956,0.00992122791036195,0.102102836567326,1,0.286813696225484,52.7256,4.84244611263166,0.156926462075673,0.0126254991085242,0.0708118769536417,19.2414509281261,0.128197430114964,19.5488502025604,1312.15646853344,450.377522945434,0,1,50,0.8,0.18,270
"230",10,173,40,25,46.626294398353,3.41238982439412,0.166360958433774,0.0129344180214095,0.0867597531431238,1,0.235612682501475,46.8128,3.52844670279342,0.180750361075116,0.0161652508725899,0.0723207799990654,14.6823235622137,0.202458930478559,18.2509941935539,834.793659342308,321.702746631974,1,1,50,1,0.18,270
"231",1,82,22,21,40.4839289724036,6.24600734257445,0.0685229291244135,0.00482291788267236,0.261922973094822,1,0.142021262645721,46.7208,8.10784448647646,0.0762700676802647,0.00817052296641269,0.132421130018069,28.6099390411444,0.10921757230368,13.3830779949824,1356.77259848397,330.634979332716,1,1,50,0.2,0.12,135
"232",2,90,24,20,41.2725916244138,5.99008581788366,0.0821213947291564,0.00617906365206383,0.179850004489026,1,0.14250868956248,45.0404,7.06056006584303,0.0862416606482254,0.00820227347140026,0.129186296931178,19.3390757998584,0.184310325811337,12.8836532950401,1573.70926280466,429.732028559749,1,1,50,0.4,0.12,135
"233",3,85,27,21,47.8068907569887,6.80846718259281,0.0842613698145518,0.006960917503518,0.148429048688554,1,0.106646426518758,53.9928,8.29333828708184,0.0853509584650965,0.0087563350081564,0.111475017413408,10.503464655205,0.210578229503858,13.0332833488782,1117.90572300464,386.225164963683,0,1,50,0.599999999999999,0.12,135
"234",4,79,27,22,43.0486136464671,5.91594494171023,0.0975532732716866,0.00852231467838916,0.132352771062543,1,0.11303706963857,45.232,6.85706816019072,0.111235491573832,0.0128104726808339,0.0864795472573317,7.04138499168665,0.257413148317887,11.760395026207,922.368403196836,408.721939516498,1,1,50,0.8,0.12,135
"235",5,69,26,23,41.8639892797416,6.31081243512463,0.111951416145348,0.0121317760655072,0.0841339586321309,1,0.0784318208694458,42.2772,6.46661325539095,0.123290210849815,0.0180687554381829,0.0715884759801291,5.07551913369987,0.565926037779908,10.8485054294268,1079.61395107542,244.856954441123,1,1,50,1,0.12,135
"236",6,162,24,22,41.1121755294482,5.71534572906559,0.0613692955815718,0.00313144985041015,0.653665006043147,1,0.202490997314453,46.01,7.19540197096795,0.0762816490454323,0.00727341853304942,0.173640066210885,36.5801158080958,0.0700500504888907,16.5393500208855,1166.27824019886,346.591772629893,1,1,50,0.2,0.12,270
"237",7,172,27,24,40.5042780236765,4.83089217995966,0.0808831946051098,0.00406088237486229,0.362857907965376,1,0.270209328333537,43.4064,5.84476719480122,0.0989653847286223,0.00833246149234018,0.135435749047712,26.5749370383105,0.0862733641737375,18.3976613759995,1119.36180692727,385.487965718412,1,1,50,0.4,0.12,270
"238",8,166,34,25,49.6478650539853,5.28211097033658,0.0960257680784225,0.00554471516127797,0.198648838721442,1,0.293536527951558,52.7536,6.23913918606672,0.109242271133547,0.00923058784450261,0.110592100964774,20.4104255903728,0.11723187454243,20.0013278603554,863.137201412417,331.88190937244,0,1,50,0.599999999999999,0.12,270
"239",9,155,31,25,44.9155550272287,4.86437816623182,0.085931334489514,0.00441257165682309,0.330622617624502,1,0.261661684513092,47.3016,5.29470027295145,0.0903745715340304,0.00555176446415242,0.223392989762064,21.0577292779023,0.196448918773679,18.0313370664914,1642.62148073786,673.878039878602,1,1,50,0.8,0.12,270
"240",10,192,39,24,49.4979728641447,4.11076345108032,0.115101833252963,0.00620238911378936,0.191420115912342,1,0.348392009735107,51.9584,4.5410260742615,0.120705534264404,0.0078072640668173,0.135992677334905,17.996195191876,0.176511097092318,22.5752015352249,1502.81148829599,527.717897304622,0,1,50,1,0.12,270
"241",1,91,26,22,38.6088870837277,4.95807551791651,0.102281776679265,0.00805645699887453,0.146887279248073,1,0.148037656148275,44.2828,7.00188794068382,0.117335930495684,0.0142413220945338,0.0714843514133734,9.68677555274251,0.134684589896186,13.1149416605632,731.860849486326,274.19112779936,1,1,50,0.2,0.18,135
"242",2,77,33,20,64.7659723438886,9.4340895139516,0.0882601144996564,0.0082264317496456,0.095477509934015,1,0.135683234532674,69.7588,11.2310942276797,0.100632012548685,0.0108661675677255,0.0632725701147725,15.4645906094311,0.169057124018835,14.3922303636869,764.932452016213,394.833630487231,0,1,50,0.4,0.18,135
"243",3,95,32,24,43.6022064937671,4.93740403011336,0.137552041235037,0.0127108249153102,0.079019723610806,1,0.127937885125478,46.522,5.87660869991569,0.145737738415705,0.0157598674628492,0.0597802635463738,11.6398055545023,0.180729297002983,12.3931333740552,1105.76173492152,416.788381861798,1,1,50,0.599999999999999,0.18,135
"244",4,90,34,23,50.0008702303038,6.54993804391914,0.15212501241584,0.0181681239210902,0.0478560447004659,1,0.132990582784017,48.8128,6.32026379621781,0.168703283878292,0.0231414818600091,0.0440490222569438,26.9446097924601,0.30879315482051,12.7112278024356,744.882528977323,242.163769651158,0,1,50,0.8,0.18,135
"245",5,77,33,25,46.9063037795504,6.06085456025223,0.173516353623774,0.0207306505902174,0.0382087580687582,1,0.141479969024658,48.8356,6.62949113439941,0.196854516861847,0.0291076691175126,0.0293582981353952,36.138705248662,0.112768332595671,11.6436959544818,1096.95935330664,311.271245981371,1,0,50,1,0.18,135
"246",6,202,27,24,34.921380400759,3.54039554699862,0.101834776013364,0.00537025718085489,0.285465254194813,1,0.317222527662913,38.658,4.69436372901889,0.120188579941224,0.0108195209792204,0.108976818668809,16.1851955000355,0.0976787875555866,18.0683632572492,1455.65247575098,306.20137304019,1,1,50,0.2,0.18,270
"247",7,145,34,25,42.3208883688896,3.91866409632655,0.133348894757879,0.0102597255208083,0.125016329204149,1,0.236126128832499,45.168,4.92226243377848,0.144830244798533,0.0136249054171041,0.0807713747975118,37.0340139853673,0.0893100079017516,17.0722480853399,900.913886486036,343.033892420648,1,1,50,0.4,0.18,270
"248",8,116,32,24,40.0813345076934,3.90716289563812,0.13430914923794,0.0105548698750709,0.118649729058229,1,0.203060944875081,41.0028,4.13541204877159,0.145779207051408,0.0126279675822929,0.0900846406221964,62.6147346880661,0.0983618679182386,14.3248587846756,1016.18376884168,374.904034209053,1,1,50,0.599999999999999,0.18,270
"249",9,150,44,25,57.2196328673888,5.09541982557384,0.150287070886826,0.0120443110373355,0.0726484081145506,1,0.202244087060293,59.5276,5.76000948989926,0.15849270958373,0.0153118536123536,0.0588721286734882,7.05383960141351,0.226849622821333,20.8528115550677,768.604441797119,299.357429805263,0,1,50,0.8,0.18,270
"250",10,175,36,25,42.7606904406752,3.39410594769256,0.149874728852878,0.0111710159264235,0.107891012783093,1,0.319294559955597,42.2192,3.22069876272341,0.162841923515985,0.0150095132380844,0.0945257480886313,7.96072835376342,0.390641246811329,19.1608642220497,1033.11798397011,324.152404297086,0,1,50,1,0.18,270
"251",1,53,19,20,36.779039057176,6.69512087530059,0.072757300494036,0.00793539495151039,0.175046921035454,1,0.0925705234209696,41.8424,9.11778568767322,0.0902155614181021,0.0143417898125556,0.0821830932205856,11.5130835059909,0.15235165813729,10.4224329590797,784.291183937169,306.721730017177,1,1,50,0.2,0.12,135
"252",2,81,26,24,41.3056673890135,5.83869710338059,0.0990310175912742,0.00914222150079666,0.127596111224811,1,0.110533610979716,43.1744,6.60386470573259,0.113413407390741,0.0135416086286702,0.081980295608971,17.9671110948539,0.155003783494904,11.7828107237816,994.783605663703,358.70623256115,1,1,50,0.4,0.12,135
"253",3,94,31,22,60.4973952365359,8.2907409626432,0.0688883084570455,0.00507742119186923,0.202697077592632,1,0.140410093466441,67.0916,9.97383579171825,0.0804740827524876,0.00876514119203933,0.105400990641007,12.7035642559524,0.165131524426145,14.5931529283524,948.296827682784,266.831935211934,0,1,50,0.599999999999999,0.12,135
"254",4,90,27,23,50.7835721064201,7.31500236353375,0.0723879287442326,0.00563212254514198,0.197235518071447,1,0.128893796602885,54.692,8.4478211553577,0.0796085407460559,0.0079576684100929,0.127914935667022,19.135634630092,0.165812736977133,13.0455014109612,961.462086785191,400.335119076986,0,1,50,0.8,0.12,135
"255",5,85,34,24,54.4888535891873,7.25847214209336,0.122359009015618,0.0121359606528842,0.0666149578247796,1,0.157362004121145,55.1548,7.70278976397897,0.137104467541528,0.0161467493853097,0.0530582037661361,20.2879347651681,0.188145491042488,13.1880285461744,767.169374164245,464.980688670226,0,0,50,1,0.12,135
"256",6,171,26,20,48.6868395281742,6.78780167208851,0.0539291724559643,0.00270421349285602,0.691814549630919,1,0.17763915459315,54.4388,8.15912269016892,0.062367935850547,0.00537643591672414,0.246697523442595,46.8486008397003,0.0845496578858751,17.6220126708349,1322.66751814396,323.474045551387,0,1,50,0.2,0.12,270
"257",7,253,34,25,49.5073348663287,5.05527796118123,0.0801459979127104,0.00333456238554708,0.451929251575986,1,0.341305363178253,51.5792,5.82138151585182,0.0979108236567211,0.00680362670355721,0.167719632042756,37.4477002448239,0.0825799362104346,25.3866319060326,1401.05381734805,387.145308949873,0,1,50,0.4,0.12,270
"258",8,182,38,25,60.0138085411601,6.28892182252688,0.0786714457362017,0.00375822587511956,0.312267164623846,1,0.262157674630483,64.7924,7.46369780698426,0.0870100121514089,0.00565104786552727,0.162294806930818,51.4259639044755,0.0882330575747059,23.3164292732875,1184.2464411176,578.244098247248,0,1,50,0.599999999999999,0.12,270
"259",9,235,37,24,51.3808037972924,4.85342623281205,0.0931377405309268,0.00434787689659226,0.287970641578628,1,0.37512876590093,55.1976,5.77011888515128,0.0980482351584924,0.0062128954558627,0.179830200037401,28.412006128771,0.132651259957661,25.6484020829201,1530.39800146579,449.357584950446,0,1,50,0.8,0.12,270
"260",10,158,33,25,50.9780853632343,5.71662527120923,0.0872339640202453,0.00486069665323539,0.224999579747905,1,0.23745201031367,51.5588,6.03120989164718,0.0989276837105224,0.0077664210267863,0.145699269606906,21.0176166045749,0.150981749530538,17.3241966923078,1222.8328740487,410.035862526613,0,1,50,1,0.12,270
"261",1,92,29,21,46.0156481088365,6.0345633404562,0.101575913338977,0.00854535256010704,0.118088286102357,1,0.0792426784833272,51.768,8.46813200793903,0.125674305798285,0.0160540116996407,0.054073505381095,12.3158645884872,0.109863641799649,14.8785497546196,820.149490434528,289.543927668902,1,1,50,0.2,0.18,135
"262",2,68,25,21,40.7534787426677,6.12815307531478,0.112690983103201,0.011909104330665,0.0796904042037047,1,0.118457806110382,39.5824,6.84885194387933,0.146398873761019,0.0300311206011734,0.0513466206864282,5.37157180289875,0.257663635929045,10.2685021956762,455.204288824852,128.153774828265,0,1,50,0.4,0.18,135
"263",3,75,29,24,50.6749781748039,7.47150907193366,0.0991613313014226,0.00979227629465418,0.0942058270821134,1,0.13312041759491,50.704,8.38253486460405,0.112292237136045,0.0165157611498532,0.0755491351509456,9.21174573792922,0.301389599759929,11.3113537748655,717.573504464473,180.28377474752,0,1,50,0.599999999999999,0.18,135
"264",4,70,32,23,45.2485040917057,5.82482660240838,0.178122748095835,0.0203477365135954,0.036460793732546,1,0.1469291528066,49.4536,6.95424990036098,0.205815545304111,0.0509852419959157,0.0263385265291435,1.25081855973993,0.564009924195741,11.1811577558517,1084.01121537684,98.8595410967562,1,0,50,0.8,0.18,135
"265",5,64,33,22,57.0615466966507,9.33243456342266,0.148127494116417,0.0191434392299258,0.034635839740818,1,0.0988635857899984,65.3524,11.0948209656986,0.192789023680304,0.0430620393405745,0.018504622684234,0.0534666665382357,0.85424446671085,12.090625,827.745582410584,95.1886967075688,0,1,50,1,0.18,135
"266",6,153,29,22,41.1362266155086,4.54883153525962,0.0893811582209775,0.00499585582644876,0.30941531462261,1,0.222624095280965,45.1416,5.7752307967996,0.105984317791462,0.00963792051037712,0.120562957514392,32.5032718630804,0.0782625146319455,15.9925911784172,1200.55427366576,332.835535021867,1,1,50,0.2,0.18,270
"267",7,211,38,25,46.7244125918806,3.71657659356212,0.12320424034467,0.00700467266207043,0.174880220441073,1,0.38468322356542,51.1088,4.75735383655772,0.12968346188008,0.00960757825508639,0.105778884229649,22.377275871257,0.109016592875463,23.1639694054921,1257.63009116233,396.250476744189,1,1,50,0.4,0.18,270
"268",8,127,33,22,46.0836303094774,5.01488209482058,0.119136508163921,0.00927644529998812,0.111693833590042,1,0.22450848420461,46.0296,5.17619947996815,0.133113303736547,0.0137489476862897,0.0865706110239103,10.3778192411968,0.221418705460491,15.6335025548935,834.551070902957,294.871486562788,0,1,50,0.599999999999999,0.18,270
"269",9,158,38,25,49.0611886415209,4.4512640231434,0.128906333589615,0.00905179771767458,0.118610727715917,1,0.293011744817098,51.0764,4.9785617874029,0.137665021845565,0.0111584206057915,0.0878328850771062,20.4560385391976,0.140948636825769,19.3432091911634,1180.57734014488,406.804190065505,0,1,50,0.8,0.18,270
"270",10,147,37,25,41.9710538236557,2.93238023727758,0.177027257019585,0.0137587418723827,0.083923300287382,1,0.247736831506093,43.7468,3.2424211752996,0.181613754236056,0.0170306579584429,0.0675635773495455,2.51180863455838,0.434011330770764,17.4385405143102,1568.75284460006,354.210991555712,1,1,50,1,0.18,270
"271",1,40,12,13,23.9736247247062,5.33056674870403,0.0587185227329681,0.00628663619308687,0.320126128235399,1,0.0711763501167297,31.3696,10.7624592009085,0.0971542931295511,0.0235699070819512,0.0593571287052476,16.0826453566665,0.0745622301482145,8.6363019824028,350.22916983544,228.02208159507,1,1,50,0.2,0.12,135
"272",2,90,29,21,54.7250316496384,7.62082943431572,0.0749037766624406,0.00542225176091719,0.174212602690679,1,0.127146240075429,61.6772,10.9418138110548,0.101257820387409,0.0138842293845655,0.0634322515606418,3.67503219447201,0.197320993717554,14.3124107082685,488.071400451197,201.912219171413,0,1,50,0.4,0.12,135
"273",3,88,27,24,44.8897857030037,6.19578741174989,0.0908541841634418,0.00742086978424992,0.144383206366777,1,0.1237042705218,45.274,7.04633126624951,0.119830225449322,0.0147196219025715,0.0702762033929672,7.19759649304806,0.165411745296477,11.2774917999903,786.480319809925,296.777566319773,1,1,50,0.599999999999999,0.12,135
"274",4,60,26,21,46.8073199063458,7.4154446821884,0.0931221013120411,0.00966906130508013,0.103782215000179,1,0.0665665626525879,48.9512,8.15015267068183,0.0988278599305103,0.0113345938436033,0.0875017352191035,4.56053956688568,0.418614847077441,10.4457212328911,872.824493031797,450.638322023881,1,1,50,0.8,0.12,135
"275",5,101,37,23,55.7547606738332,6.62870733457383,0.123478136857814,0.0108782207895185,0.0775454408947893,1,0.138348615169525,57.8316,6.9025719583251,0.127951857760689,0.0134271926563162,0.0689540386080355,3.27680320946169,0.454862030931332,14.694239183267,1112.91771304867,345.862755546858,0,0,50,1,0.12,135
"276",6,203,24,24,40.7486092656862,5.56442416456317,0.0601911014656038,0.00242121249647039,0.779738320192593,1,0.185517768065135,46.5636,7.04012644717102,0.0701754099539507,0.00565610887650003,0.210786496529911,36.6490571794971,0.0749286233610294,17.362833793958,1622.16969719114,334.895190575316,1,1,50,0.2,0.12,270
"277",7,168,27,24,40.6637410640434,4.89723243358669,0.0810441332990794,0.00436507301305619,0.351685842204618,1,0.259829803307851,42.2728,5.33923057314865,0.0973711526720121,0.00792663189867544,0.151595116707437,34.5810468476696,0.0903829494542231,17.3202288349469,1255.58563211803,407.339685863651,1,1,50,0.4,0.12,270
"278",8,209,37,25,54.9875720343749,5.54539525917633,0.0858972735919047,0.00392796321900178,0.289555223797426,1,0.277965521812439,57.4288,6.10342783135158,0.0978565645836564,0.0066022431839054,0.153685811483204,35.9980531252215,0.103162452997431,23.6484695037206,1385.83659802712,402.026455516523,0,1,50,0.599999999999999,0.12,270
"279",9,146,33,25,43.8175228226664,4.36443198283725,0.107290697428749,0.00699307769098742,0.200537733549082,1,0.210853799184163,46.4852,5.16941680540883,0.117541126076232,0.00948268270191813,0.122446912366132,35.1987016096045,0.10566568988694,17.3110247333844,1006.85553332964,401.428172602225,1,1,50,0.8,0.12,270
"280",10,139,33,25,45.4643910164144,4.72220576888264,0.103889058847935,0.00682328982586563,0.190777577513572,1,0.189663136005402,46.976,5.18356747315008,0.115049545510744,0.00922854054986777,0.126097175720207,10.3716833292259,0.203439060461002,16.6444388906161,1561.29274448253,478.947296386936,1,1,50,1,0.12,270
"281",1,102,28,24,38.9901913128905,4.66635210432289,0.118023479450729,0.010089551839125,0.116372627691172,1,0.159414803981781,44.3264,6.36999951314904,0.124551589647842,0.0131058822816505,0.0727930738898662,10.5615274139639,0.145227579990704,13.7977138320605,924.055904641232,390.392401405153,1,1,50,0.2,0.18,135
"282",2,90,33,25,51.0374928519752,6.76965701720979,0.120625464318489,0.0125683312629584,0.0766228085214619,1,0.145719790458679,54.9128,8.54709408436077,0.145733993091702,0.0197218698793925,0.0435377346704643,6.31208437861751,0.161033374194245,13.7041338245074,541.184415746663,260.93256415503,0,1,50,0.4,0.18,135
"283",3,81,32,23,48.4645876690442,6.3196765405385,0.135441424659965,0.0137678272308706,0.0593876848974478,1,0.0749142607053121,48.1668,6.46570180877157,0.16287193549455,0.0233403402094125,0.0427134959387892,1.82851132978198,0.385158036759825,11.7056189099948,1165.89404255073,223.125380805363,0,1,50,0.599999999999999,0.18,135
"284",4,115,35,24,43.9600585612931,4.47137304083499,0.182417635837965,0.0211148217022625,0.0494745102764211,1,0.159372587998708,42.894,4.02875369593836,0.221840392273632,0.032480651176408,0.0372118614983454,4.54698643025277,0.25562121606881,13.7807175795237,873.522805407388,213.164312370571,0,0,50,0.8,0.18,135
"285",5,77,34,24,54.0947223674648,7.73654536337614,0.146107741203808,0.017720902772735,0.0431932880150214,1,0.146547873814901,55.6504,7.69190782695733,0.177621497760286,0.0352172356295191,0.0305617652714293,0.764402065429562,0.742944869194055,12.2771997094154,1176.61858062895,163.267552273307,0,1,50,1,0.18,135
"286",6,163,25,21,33.970510684624,3.80549392553996,0.0951389291319675,0.00505104648876971,0.294230629734853,1,0.252499520778656,35.7664,4.40722140131309,0.11610510177256,0.00978356406111148,0.120627084566974,33.2796868403174,0.0744010125430208,15.1816167871157,1358.81901853157,437.802898891216,1,1,50,0.2,0.18,270
"287",7,136,42,24,56.2271088665272,5.42962119479067,0.130462275910272,0.0100223783275284,0.0985977291540991,1,0.218423469861348,58.9352,6.26312155691191,0.14647344039919,0.013273592779675,0.0648412380655332,14.8431231952813,0.138501261094402,18.6962390343348,912.471567880865,369.718197333903,0,1,50,0.4,0.18,270
"288",8,169,40,24,49.1972778267998,3.9561888014455,0.140666506829647,0.00947274627075086,0.111232924084388,1,0.285935934384664,51.1624,4.45806863904047,0.148416776971545,0.0115355959229691,0.0843213742478933,36.2256242255542,0.11306498044107,20.3886459668477,1099.3291517381,544.107191821246,0,1,50,0.599999999999999,0.18,270
"289",9,191,41,25,47.7281057795683,3.36256678571915,0.146554348090382,0.00965039890110793,0.129037203711834,1,0.28822599252065,49.9656,4.11017932329331,0.160897965018176,0.0127232359949105,0.0826426053569586,10.1505706316697,0.164805835423928,21.9627650380135,919.253005417577,367.475778364255,1,1,50,0.8,0.18,270
"290",10,127,38,25,46.3202230661198,3.89584957722815,0.159992900039372,0.0122144933481969,0.0787448007678081,1,0.211458301544189,46.9728,4.06343016993012,0.16548463809286,0.0139391358797918,0.0718879262779363,7.30521505181419,0.3177819284537,16.113491209348,1337.89914852323,472.764915231701,1,1,50,1,0.18,270
"291",1,60,19,19,39.4160755115714,7.0064417795263,0.0587698715549267,0.00496740616348802,0.270957298464893,1,0.113171291351318,46.6768,10.5423715737665,0.0788874825366491,0.0114132612658427,0.0901808769120483,27.8809904519053,0.0838945930568349,11.5061277747154,642.111854312918,283.747575535499,1,1,50,0.2,0.12,135
"292",2,94,29,24,48.5804460728781,6.47516949639541,0.0824576302189196,0.0064246010001609,0.196653422244802,1,0.142678336302439,52.3588,7.91762199496933,0.100078932916476,0.0105152220249118,0.0939442460459977,11.4016836466808,0.147766048943379,13.926519715786,850.548982583015,460.165761103447,0,1,50,0.4,0.12,135
"293",3,87,29,22,50.4452476031801,6.89736916761104,0.086858356695398,0.00704263317692534,0.142960383965242,1,0.1179518699646,53.73,8.02449107313312,0.0953227837339076,0.0101171165393973,0.099132491375727,5.40789099511619,0.289486273819627,12.351026503245,960.454082410113,323.610377031897,0,1,50,0.599999999999999,0.12,135
"294",4,91,29,23,50.1046316269751,6.86452646068156,0.0884726432271269,0.00721693672913315,0.137859932183723,1,0.121185791492462,53.0476,7.7184171839523,0.0984496134256986,0.0108117141269699,0.0935815545063648,7.93577771028971,0.234493976887767,12.7348826646805,896.102669224228,347.284488115651,0,1,50,0.8,0.12,135
"295",5,87,33,25,58.4321962705423,7.95388910061422,0.0979457577887097,0.00880174832267483,0.0940276370544682,1,0.121078093846639,59.5508,8.98828877451307,0.109737295765152,0.012141539478996,0.0721332617948645,8.30881724038864,0.270652996748695,13.4528732339541,897.981712696996,339.46878511594,0,1,50,1,0.12,135
"296",6,135,24,18,39.5885493873342,5.44671917933949,0.0659958858795624,0.0037041835367425,0.570602433115513,1,0.172812453905741,44.22,7.57887694518786,0.0899416517112953,0.0107774878742465,0.124577597776997,36.051251126989,0.0610299669013624,14.1381349762281,778.902739495168,253.087493023764,1,1,50,0.2,0.12,270
"297",7,172,31,19,50.2078165001958,5.9585826472184,0.0702332930337516,0.00360845360485269,0.46379416732882,1,0.290969661871592,52.2644,6.73437698479595,0.0856556096232889,0.00659442406076801,0.185781318769377,41.3319436936649,0.0886444240575812,19.2630851904551,1187.73715807011,418.449138319658,0,1,50,0.4,0.12,270
"298",8,124,30,24,43.9874419222524,5.13599736565911,0.0913094395845686,0.00618788745335465,0.238447958231318,1,0.155703087647756,47.1868,6.48968043441712,0.112737358340516,0.011469794727983,0.0968099357347082,17.5065836099042,0.105823017781583,15.1921469767888,906.921418536018,389.737635544345,1,1,50,0.599999999999999,0.12,270
"299",9,179,33,25,43.4645799847673,4.19697639794063,0.108682455443122,0.00656915446149316,0.198404541085247,1,0.334488240877787,46.3544,4.88310746711704,0.117227572507586,0.00919610045341074,0.123430280450085,36.0136919947507,0.0975885662534587,19.6231772462527,1258.767040903,416.214871922855,1,1,50,0.8,0.12,270
"300",10,195,34,25,49.5467350493792,5.13707773044245,0.0869123127782686,0.00421778071688727,0.30434039300558,1,0.310815290609996,52.0572,5.65214179251875,0.0966557001362715,0.00633259845030897,0.16886822266884,24.2064036953325,0.132460801671068,21.5435927311579,1489.80138177864,526.318754305235,0,1,50,1,0.12,270
"301",1,97,27,22,45.5807481747153,6.23957156139243,0.0917925864788234,0.00701629881480788,0.132434878698615,1,0.116640102863312,50.1504,7.7000452023639,0.105352171695133,0.0112577213488268,0.0749177170637937,25.3945026051367,0.100481119869085,14.8687814513842,1022.05670870328,327.05499147024,1,1,50,0.2,0.18,135
"302",2,74,28,22,48.9227941643128,7.30165384157731,0.103461288221109,0.0106955630541104,0.0835473456252657,1,0.148003017902374,54.0424,10.3698609366924,0.135067906176351,0.0234878515511655,0.0395296141580196,4.78319248288296,0.159299754650598,12.2692172249158,630.28695885891,224.019684478578,0,1,50,0.4,0.18,135
"303",3,83,32,23,52.6055465455365,7.52803094830182,0.118433741173286,0.0132572995477971,0.0679101744732959,1,0.122624663511912,53.8136,9.06976070597816,0.143454622991057,0.0276290570485019,0.046008738502152,10.7314455834469,0.187461220181041,12.6430677453677,225.428865738413,43.7766111839377,0,1,50,0.599999999999999,0.18,135
"304",4,90,35,23,53.3368312356385,6.77487125829577,0.129551916222191,0.0128544317348239,0.0656971028796284,1,0.105623273054759,54.7456,7.13933250853797,0.141076635402637,0.0164603995514586,0.0538716594321057,2.46863785431998,0.379757902658532,13.5375830213229,810.431152871365,362.541558129499,0,1,50,0.8,0.18,135
"305",5,78,31,24,45.3550999816798,6.23949935187941,0.155531173900279,0.0190265390100661,0.0459450763105219,1,0.137371746699015,46.5552,6.58236157876346,0.163355759813,0.0230056456610322,0.04199343416739,7.27565555375073,0.456091619538154,11.751404205958,805.321153646798,268.688207685472,1,1,50,1,0.18,135
"306",6,102,21,20,30.5941616242568,4.15214826543584,0.0934296235473478,0.00631313980643554,0.223783694870082,1,0.164593362808228,33.6008,5.90553888445469,0.128431015183848,0.0173505026660054,0.0676511577295614,10.6589745695415,0.0957380744285896,10.9774302800496,754.066719468615,248.159306742997,1,1,50,0.2,0.18,270
