"","X","n_obs","m","C_obs","N_scr","N_scr_se","sigma_scr","sigma_scr_se","lambda0_scr","scr_ran","runtime_scr","N","N_se","sigma","sigma_se","lambda0","beta","r","runtime","ess_N","ess_sigma","N_better","sigma_better","N_true","beta_true","sigma_true","freq"
"510",10,138,38,25,48.9395320998316,4.49662736400163,0.143047674251067,0.0109777362524633,0.0868310275957137,1,0.149018363157908,49.0516,4.79930732296986,0.155691606017663,0.0160178080455973,0.0730027234625191,18.3946375980036,0.235139337673206,14.2049301664035,779.544308185902,265.397811702209,1,1,50,1,0.18,270
"511",1,99,21,20,43.4615728821928,7.11503508071474,0.0495436504957886,0.00330874851421267,0.525506318716955,1,0.105548556645711,51.4928,9.28109927117863,0.060298730876698,0.00623796400738063,0.178310172247792,31.0482650793755,0.0942435007059038,12.3176622629166,1217.31172499775,364.108607774795,1,1,50,0.2,0.12,135
"512",2,90,28,21,50.8516536809845,7.07555926690156,0.0769836839888159,0.00571077887330478,0.182720035836302,1,0.101681152979533,53.92,8.21801766399478,0.0867870335839011,0.00777740316481742,0.118685384181547,33.8528951399785,0.139674818314502,11.896882879734,982.323659412046,489.606758173109,0,1,50,0.4,0.12,135
"513",3,120,32,24,49.1585940255466,5.8430393331341,0.0901226514046852,0.00637810059777965,0.202978852538477,1,0.134995826085409,51.6436,6.63980525659738,0.101146168381374,0.00905219167213147,0.122680197554106,7.33398594759126,0.232347988070454,12.0764624476433,1220.70962947732,415.251715121853,0,1,50,0.599999999999999,0.12,135
"514",4,103,29,23,44.5313127747297,5.63987924071519,0.105196766770035,0.00849187632204753,0.118164536219365,1,0.097546394666036,44.4924,5.94811686819544,0.122064576563217,0.0127004216404761,0.0825037331158055,12.0132665083376,0.194204152127617,10.6307205080986,1153.01521207377,406.234144676567,0,1,50,0.8,0.12,135
"515",5,67,26,22,42.1874849950743,6.36660998177788,0.109001822004081,0.011494551566172,0.088828502342064,1,0.0836556394894918,42.6272,6.48803961325833,0.114875486065058,0.0127354350650731,0.0830204081692713,77.1153765308023,0.211659313314632,8.78687694470088,839.292556540805,396.749485185785,1,1,50,1,0.12,135
"516",6,127,19,19,34.9044684831845,5.65741871628969,0.0578208203641625,0.00308251071779479,0.550959804686026,1,0.104664460817973,40.85,7.34009882905729,0.0724999011248665,0.00780660084379583,0.149406984273456,21.3031515989163,0.0871071439963203,10.6046603997548,1192.62100647777,312.976049949146,1,1,50,0.2,0.12,270
"517",7,133,26,21,43.431166284268,5.72683528997258,0.0709610481745355,0.00383453588000011,0.368190608023747,1,0.179385089874268,47.4216,6.84521703370283,0.0819545338709251,0.00671555494201174,0.162683828381798,33.6149281998768,0.0993591468749274,12.6201173106829,1213.44598119074,498.558438393622,1,1,50,0.4,0.12,270
"518",8,109,30,23,48.33013887988,6.09033314671505,0.0844142115884075,0.00590239551051216,0.212334165762578,1,0.130816562970479,53.6104,7.48776592151478,0.0907271542637207,0.00747558682797143,0.125623537773787,36.4577976912602,0.106063154578989,13.1504047393799,1218.7027479947,561.947066818171,0,1,50,0.599999999999999,0.12,270
"519",9,151,34,25,44.3220060636817,4.1299547993641,0.114089459347585,0.00688085571306235,0.173456643136119,1,0.254220751921336,47.1284,4.74486237182608,0.123366148163161,0.00902827676132545,0.109698653859369,35.0951869339044,0.101888128394266,15.2653702219327,1444.03784167878,497.981457481526,1,1,50,0.8,0.12,270
"520",10,195,41,25,54.7989993172209,4.83649874925726,0.105305701739352,0.00573268088398663,0.209000131799128,1,0.232103721300761,56.7084,5.48636578472576,0.114893660215676,0.00799802818423939,0.139589929031712,22.6871114177338,0.150023140814319,19.9582494298617,1129.19925890686,386.14821977398,0,1,50,1,0.12,270
"521",1,99,27,23,45.9899584327489,6.24276633307005,0.0832111462941282,0.00593782352510889,0.178174732847269,1,0.140181450049082,47.63,7.27900361020813,0.108266997313124,0.0124823141162934,0.0803745504374497,16.5664034444832,0.117166238153759,12.4579837242762,1031.96843666823,275.991252660506,1,1,50,0.2,0.18,135
"522",2,65,26,23,42.2202249449922,6.56895740851061,0.12275383949756,0.0145096036524788,0.063752119798387,1,0.0862993319829305,45.3276,7.57797126541133,0.126998727743972,0.0169496341645775,0.0557391597848656,26.5743833587796,0.171932358577216,9.66227231025696,752.535633923572,332.91655623572,1,1,50,0.4,0.18,135
"523",3,99,31,25,49.4001454285734,6.38789575802523,0.108366447955185,0.00954116877429947,0.0954529217381973,1,0.12994225025177,50.7692,7.07360910273499,0.120330368000414,0.0153148479959474,0.0721568307029894,8.35771610984889,0.230776000930533,10.7519025325775,905.756023916723,233.943952410844,0,1,50,0.599999999999999,0.18,135
"524",4,69,31,23,50.1889449899431,7.86537104634108,0.14966342321764,0.0204011068435575,0.0391345621737335,1,0.0841415802637736,50.326,7.68349780083148,0.176484099957851,0.0348079823967294,0.0315000884658617,3.50118594467471,0.466147557849547,9.19203519026438,952.622545047686,216.160653487042,0,1,50,0.8,0.18,135
"525",5,74,31,23,44.0759109632124,6.22857164524152,0.184866585411686,0.0267413988587872,0.0330281195009948,1,0.0897310256958008,45.4032,6.43263408507813,0.200054087779052,0.031868338025079,0.0288606965600158,10.3524111862294,0.238046162881253,9.46704493761063,775.275546760494,345.84733153188,1,0,50,1,0.18,135
"526",6,178,29,25,43.1503663064969,4.9024097637745,0.0808519175679846,0.00390248592131001,0.380725030356042,1,0.175907035668691,46.5468,5.78670926880422,0.0942081420978925,0.00780390572984118,0.15529519585499,18.218837626537,0.115612366582891,15.0819841742516,1113.99706476064,345.19355607814,1,1,50,0.2,0.18,270
"527",7,164,34,24,44.4010540252964,4.25246390639869,0.116951839142482,0.00768208259686756,0.157168626238931,1,0.183384231726329,47.422,5.15574909198264,0.125785845053384,0.0111386129104018,0.102219067709742,35.9490992303816,0.0946023305719499,15.2615184863408,778.301002107136,339.030577143219,1,1,50,0.4,0.18,270
"528",8,169,36,25,39.7894856278039,2.53763931372161,0.191707301135,0.0160584274719032,0.0783404732101398,1,0.204185795783997,42.0576,3.31702929039304,0.216429583118991,0.0245871659994332,0.046631813674601,15.1502858976944,0.0956149185278338,15.9135440945625,703.097052853557,257.162771694782,1,0,50,0.599999999999999,0.18,270
"529",9,194,38,25,45.2438326996904,3.42125719727653,0.144950189007382,0.00970015210719154,0.118450640968173,1,0.282918953895569,46.9248,3.79590681173937,0.150006705156232,0.0113447788751731,0.0953771026504593,62.4553657929715,0.101055199067132,18.6724753499031,1094.92162712141,235.097408666023,1,1,50,0.8,0.18,270
"530",10,137,37,24,44.533478737529,3.658404168334,0.159892706519998,0.0124138689092666,0.0834389258916528,1,0.213026622931163,45.5228,3.8437728855902,0.167243823943438,0.0139048105270102,0.0717434197616626,27.7408338197836,0.156619492140322,14.130950097243,1242.04570152068,418.50900068989,1,1,50,1,0.18,270
"531",1,83,22,20,40.4001836846488,6.23778327654723,0.0678793066286027,0.00478748249889512,0.274022852118094,1,0.102514628569285,51.4544,10.9264301302006,0.0834993383004321,0.0106859589140973,0.0873563975585914,13.9500319109216,0.0974972543459803,11.6682741045952,611.208822359877,303.693225909421,1,1,50,0.2,0.12,135
"532",2,72,27,20,48.5875102987083,7.20926185129522,0.0823633095516635,0.00745343542195182,0.151155189433046,1,0.0802122473716736,52.4976,8.78667607862064,0.0936209490973526,0.0109023732138507,0.093585271292711,22.9690262973819,0.14517907906635,10.8450526118278,959.355227131144,379.11085584533,0,1,50,0.4,0.12,135
"533",3,48,21,18,36.6953552352789,6.76545261546808,0.09532970468212,0.0123297483866643,0.105697093149664,1,0.0648276130358378,41.266,8.83855712414728,0.105570290725026,0.0165256952790128,0.0719698794334546,6.40809405227334,0.267146451046702,7.06582217613856,665.651988286053,289.752885449582,1,1,50,0.599999999999999,0.12,135
"534",4,90,31,22,53.5414545537816,7.18404563046412,0.0957498522348064,0.00786275303070243,0.108033272024735,1,0.108469406763713,57.5572,8.67359329506862,0.104126212483562,0.010928809685198,0.0764927702843546,9.12143385292531,0.221146878845866,10.9042443911235,928.72286942983,382.976467465768,0,1,50,0.8,0.12,135
"535",5,93,30,24,45.3455281549974,5.89090994847631,0.10507072127927,0.00966751323680922,0.125463374654512,1,0.124785180886587,48.4868,6.85149640306294,0.118887204998993,0.0129673116362696,0.0778432554035105,9.8225147638419,0.174035823189382,10.9030833760897,1114.00603771117,455.227510350663,1,1,50,1,0.12,135
"536",6,186,29,23,55.5764043767993,7.4315061892547,0.050137488546729,0.00245419129420628,0.867156690003034,1,0.153627276420593,64.016,9.54761786011155,0.057137216493267,0.00446425226238537,0.264613233555114,52.6300035332449,0.0762688990840117,17.1464605649312,978.246940854094,482.823580402929,0,1,50,0.2,0.12,270
"537",7,161,30,23,50.4572954338459,6.23265333262338,0.0654644433732665,0.00347198261351182,0.52372146164934,1,0.152604917685191,53.852,7.46884257725235,0.0831920929395436,0.00711113065459444,0.164493459430796,36.0421809137366,0.0824421202282766,15.2451068838437,1078.51445401074,371.464312280738,0,1,50,0.4,0.12,270
"538",8,142,32,25,48.6139322785069,5.61147459941086,0.0887933685403663,0.00563416516828336,0.226240890968947,1,0.177713429927826,54.2208,7.25740417271427,0.0970215670171745,0.00857925724082598,0.118388063442072,29.9894977458823,0.0967583845235063,15.6125667611758,1134.43612629872,392.993235073047,0,1,50,0.599999999999999,0.12,270
"539",9,155,31,25,41.3529744476923,4.16988479898961,0.105468864499727,0.00636674565264368,0.209711167726831,1,0.210877140363057,43.7516,4.9327102177238,0.120579456063318,0.0100487747992084,0.111279010982583,25.6779661250152,0.101811312502434,14.881876762708,1373.77280299391,431.822202486827,1,1,50,0.8,0.12,270
"540",10,230,41,25,56.62610775061,5.05402519935,0.0976346223392103,0.0045046347865712,0.241748965229515,1,0.368659138679504,57.5732,5.36598166822302,0.107153938537387,0.00639458306932362,0.164173288875615,9.80083961996556,0.234641834420219,21.6710051973661,1640.06063375272,479.357907170254,0,1,50,1,0.12,270
"541",1,78,28,21,54.7724251803109,8.09833529890308,0.0733681557288215,0.00636355460896232,0.164657493656167,1,0.0939445694287618,60.548,10.196179717538,0.0858879455824884,0.0105855094483734,0.091576115380024,17.10620161595,0.150324847502126,13.9290842294693,943.855239555086,280.152683249708,0,1,50,0.2,0.18,135
"542",2,124,35,23,45.9975051141573,4.72453400522167,0.14710274559658,0.0135194664593829,0.0742350642683511,1,0.160308635234833,47.236,5.37362580961279,0.168881476847453,0.0193455174410355,0.0513870720459026,8.56210482862635,0.164431454360517,13.8209798534711,859.708100505385,339.617786862574,1,1,50,0.4,0.18,135
"543",3,100,32,23,49.0332012147579,6.08066529678277,0.117074646294249,0.0102877284042973,0.085836002660945,1,0.133435702323914,50.456,6.6829580854221,0.127519022436996,0.0150414233586733,0.0683821664337031,17.8236573608691,0.189230550293924,12.1793534358342,785.082107354841,261.697447506922,1,1,50,0.599999999999999,0.18,135
"544",4,63,32,23,53.9806434013672,8.63130283722635,0.146077510669837,0.0185900445331301,0.0377436731119331,1,0.118312684694926,55.668,9.22400178249947,0.171937930051218,0.0335257246566809,0.0289397423075897,3.76873345714287,0.505717219026602,11.181626355648,891.68486328649,189.253827842023,0,1,50,0.8,0.18,135
"545",5,79,34,23,44.2052029480971,4.78618033167434,0.206484142754592,0.0230661274269153,0.0330897858151766,1,0.150957024097443,48.3672,7.53922410597059,0.286516665347054,0.129538888391872,0.0208821999263539,1.15678760351238,0.478951688385692,11.7975774407387,53.4445627366409,21.774192464694,1,0,50,1,0.18,135
"546",6,119,25,22,36.1864651092092,4.43577646594345,0.0954449007173599,0.00609666173406963,0.21171085272034,1,0.185497879981995,37.6244,5.07827137676497,0.119902852310741,0.0119225059487556,0.0927066850118521,44.1008178736064,0.0663779806528236,12.8408035119375,1168.73304472561,382.261736223234,1,1,50,0.2,0.18,270
"547",7,201,39,25,47.9174313137521,3.86777929438888,0.124447684952109,0.00767251635686633,0.169264944015459,1,0.359145164489746,51.0016,4.60917511471361,0.131901646027323,0.0102640576644773,0.110502119928777,18.7472758154551,0.139175316097899,22.3751041293144,1039.89695217572,392.905746029441,1,1,50,0.4,0.18,270
"548",8,150,34,25,40.9631647575448,3.45101091381053,0.145749174131551,0.0107795885418715,0.109713526240192,1,0.267087932427724,44.4772,4.38355636288101,0.143430978599101,0.0125056736698603,0.0863814135537444,25.3393897845361,0.131318590021456,17.1982726772626,973.894262262761,371.079667983708,1,0,50,0.599999999999999,0.18,270
"549",9,136,36,24,51.3779534873005,5.56888826355628,0.109201777477282,0.00837424902749146,0.136979959560208,1,0.189000948270162,52.2372,5.97180049235138,0.119921647578876,0.0113133109259388,0.102844785071271,21.4825742829982,0.174137647637761,16.8294538974762,789.925564781095,339.544923877999,0,1,50,0.8,0.18,270
"550",10,172,40,24,48.2004143127857,3.78963785090162,0.147905143885704,0.0107241316270768,0.104718751318295,1,0.294466125965118,48.364,3.82933016437642,0.15554086190627,0.0133045852347865,0.0939231262582311,5.03055211274269,0.420615923365256,18.5247931599617,913.6810942749,310.791426326308,1,1,50,1,0.18,270
"551",1,49,14,17,30.9399688100535,6.54799374379,0.0497219879922447,0.00467900406710714,0.367053124607226,1,0.0693726142247518,37.172,9.23708533565644,0.0671293702420213,0.0106623873169049,0.122077216782757,11.2439451047994,0.143378950456981,9.59823675950368,914.658794531301,298.337338918748,1,1,50,0.2,0.12,135
"552",2,95,33,22,66.2791942906117,8.91000101106472,0.0664370772848228,0.00474582472451508,0.205307116621235,1,0.144042925039927,72.966,11.0347791341837,0.0771779766406942,0.00720043305653279,0.111114840592321,9.44579934248775,0.203582446283264,14.9214643677076,899.422722524621,423.19208260424,0,1,50,0.4,0.12,135
"553",3,74,29,23,49.0072722538107,6.99546607093958,0.0965062860523559,0.00897778580471746,0.112825631777106,1,0.0742971897125244,52.986,8.66638601140057,0.109088760475975,0.0125793875505872,0.0725236373846682,6.51227819548084,0.221889673788885,10.5761944055557,857.229752171426,355.512666613477,0,1,50,0.599999999999999,0.12,135
"554",4,68,29,24,48.1850341652682,7.29820505474966,0.109392065606601,0.0119691892097933,0.0820955845758161,1,0.0590857664744059,50.932,8.29388276964165,0.121382452678509,0.0153926045250803,0.0612189752578176,5.95704513338001,0.282290859589534,10.8187465349833,723.787621498587,326.060880962277,1,1,50,0.8,0.12,135
"555",5,82,25,20,39.2742092525475,5.45883419834402,0.0967695107539151,0.00826172527150306,0.143444779943956,1,0.095169460773468,41.2596,6.05743219804676,0.10422477190504,0.0108170252009423,0.109027203786324,15.3851147326431,0.226347324042466,10.8573067029317,1284.56990976418,401.979584965558,1,1,50,1,0.12,135
"556",6,151,19,20,30.1672268387855,4.47112210004454,0.0613229001779384,0.00297730028821297,1.18910951135258,1,0.131584684054057,36.4524,6.07250231401697,0.0655112566330707,0.00601731790302573,0.305933694530975,48.4943447777723,0.0777880816191242,13.0779442588488,1128.50610910049,337.421465141752,1,1,50,0.2,0.12,270
"557",7,149,27,24,41.5737155848536,5.0535396822514,0.0779496907866756,0.00394231588465311,0.37391984021794,1,0.226420418421427,45.23,6.09130048319984,0.086214397088697,0.00656908894507539,0.185284394867848,36.5399640627136,0.101967314593327,15.9995757142703,1457.77445287215,462.41384285437,1,1,50,0.4,0.12,270
"558",8,141,32,22,52.4621271256496,6.26635374353754,0.0808741291055478,0.00479022584457429,0.232147008035872,1,0.224579970041911,56.134,7.32775015737761,0.0918200072576339,0.00752335009041936,0.126090797755308,20.61485253913,0.130356078741445,17.8783909400304,1061.948363805,401.924711330174,0,1,50,0.599999999999999,0.12,270
"559",9,151,31,25,44.9289093996528,4.95052070989425,0.0886876761755465,0.00502798823142926,0.28611826645573,1,0.214793654282888,48.5156,5.62451871045779,0.0920525237820579,0.00661004562428928,0.18701511837049,37.529439997884,0.12677615817967,17.1766814986865,1694.99297904477,503.494146157577,1,1,50,0.8,0.12,270
"560",10,160,30,24,42.8918989222202,4.66398080605885,0.0875467417250228,0.00451955823978777,0.32608498552644,1,0.263288617134094,44.1604,5.11033443594633,0.104193378543208,0.00764111961606919,0.154333194341469,21.9118609264429,0.127077637812436,16.889092373848,1621.74304729799,507.662534960206,1,1,50,1,0.12,270
"561",1,108,29,25,50.5452399321617,6.62390110644993,0.0788961657346052,0.00515571439911333,0.196559823116455,1,0.149566781520844,54.1296,8.10144784732267,0.096741110588371,0.0097718010465778,0.0937999060867705,17.21114596255,0.119894203035595,15.151470541954,1026.96450090846,336.226272033797,0,1,50,0.2,0.18,135
"562",2,95,31,24,42.3892188883393,4.93281764541088,0.130251471278618,0.0118953380909289,0.091571068319085,1,0.158026568094889,46.0892,5.98982425099628,0.141278072698391,0.014460811736701,0.0610355177800467,21.6201883807594,0.117415494964354,11.5932483156522,1016.44166977282,464.931039298752,1,1,50,0.4,0.18,135
"563",3,79,29,24,40.8261243284168,5.14048185498774,0.146649236308074,0.0156671368961425,0.0595867075468865,1,0.114135976632436,41.4236,5.81949393365588,0.173261088967822,0.0279668649676941,0.0427480660797783,6.75088271079339,0.207773188695576,9.89131654500961,574.310062978867,196.186117053808,1,1,50,0.599999999999999,0.18,135
"564",4,101,41,24,61.9310927273121,7.7684874446738,0.147244230890689,0.0160129129121092,0.0483128139491052,1,0.0819419145584106,59.02,6.76652897472155,0.183027407164679,0.0255730049387203,0.0358845110220886,1.88081807540572,0.456651751238348,14.1334432760874,929.844056769649,240.751364734234,1,1,50,0.8,0.18,135
"565",5,83,31,24,41.0062902047548,4.68323028436948,0.164005471598122,0.0166442614495811,0.0542298620855714,1,0.141997361183166,43.5436,5.349200371817,0.169363512388699,0.022090891916255,0.046187888721715,1.60466463339349,0.530598009705115,11.5965621987979,1350.92325403558,316.620596378404,1,1,50,1,0.18,135
"566",6,221,37,25,48.4315558802892,4.3085184964605,0.103576017856977,0.00535039554761341,0.248683512353707,1,0.318654235204061,52.1864,5.78143797424309,0.130161782966383,0.0112168169493806,0.08905093330788,27.7701139852375,0.0670233512112412,22.6013788660367,794.95379396678,287.013832440304,0,1,50,0.2,0.18,270
"567",7,138,32,25,42.7330249462302,4.29615999678954,0.115973579378168,0.00770816646742973,0.146501238440567,1,0.233127884070079,47.4512,5.70815660092751,0.125201009654196,0.0115731637601068,0.0853851455270401,12.7312670401766,0.132609401757103,16.4766035914421,1018.8155941647,352.944367067143,1,1,50,0.4,0.18,270
"568",8,159,39,25,47.344895776,3.84902448518903,0.14937170317763,0.0111635655594657,0.0981091994646213,1,0.263393068313599,47.9804,4.04832946146573,0.16747638099808,0.0149124348463322,0.0708831417985377,11.7450492475222,0.180449154630245,18.5075345476468,1292.93800846796,367.246389618856,1,1,50,0.599999999999999,0.18,270
"569",9,136,34,25,41.1769934411317,3.59030562783985,0.159443125815611,0.0138765470333854,0.0818090610124567,1,0.151700135072072,42.0076,3.63857636104756,0.16622168994301,0.0169738850617981,0.0719141563245562,3.08396160514339,0.409105072048486,15.548878177007,1374.49031551731,357.474144234136,1,1,50,0.8,0.18,270
"570",10,147,38,25,46.8493965368158,4.03847374016307,0.152792132748259,0.0122409685071874,0.0856094384311751,1,0.187557923793793,46.3564,3.846985671861,0.169975646405593,0.0161622455182848,0.0711358688020134,6.07321164789741,0.284108676082543,16.0985990722974,1013.62154413459,354.759079592473,0,1,50,1,0.18,270
"571",1,86,22,21,38.0753850853565,5.70668673390973,0.0749474266678884,0.00532010793293372,0.244953251118047,1,0.118511041005452,47.1032,9.84439508582637,0.0969517911113771,0.0135734574344071,0.0714999227033188,7.31981143350929,0.117431537840891,12.6658354520798,621.804455745595,286.863530957202,1,1,50,0.2,0.12,135
"572",2,76,27,20,52.9372719722508,8.00484100365067,0.0683804179511685,0.0061682901723645,0.204135778827376,1,0.111732467015584,63.452,12.477642911586,0.0798930787773513,0.0105257993997135,0.0935269854070975,6.40606304414391,0.187896299281632,11.9311356107394,603.685260162857,281.311512641802,0,1,50,0.4,0.12,135
"573",3,83,26,24,42.7794278002649,5.93831860442866,0.0917653689041635,0.00736938123813363,0.144947204316879,1,0.108024112383525,46.244,7.11397972185704,0.104184674710556,0.0113252937390991,0.0869054850355865,19.9995545510563,0.132900175391984,10.4747150659561,1145.98413730665,426.687168090661,1,1,50,0.599999999999999,0.12,135
"574",4,61,29,17,56.7431743131633,9.07215260669472,0.0901748938911658,0.00945702144947124,0.0907426765506556,1,0.0638636946678162,63.0512,11.4576913047967,0.0982999637702743,0.0113628368982255,0.064726540767757,17.8474005987843,0.175969156320944,11.61661302646,678.884629206476,416.352817018265,0,1,50,0.8,0.12,135
"575",5,72,33,23,63.9580992125796,9.57489596109512,0.0866719178209936,0.00870329442020727,0.103781612789377,1,0.0961629231770833,68.7152,11.1441000240548,0.091914847187594,0.0099140890380166,0.0817304016517507,40.2433515331421,0.156295154610877,13.4972545385361,706.740671853986,381.489446918484,0,1,50,1,0.12,135
"576",6,142,23,20,42.4266076562864,6.27321230202683,0.0556359727784019,0.00297047920919712,0.653738061720382,1,0.136594176292419,54.2636,9.99358112517641,0.0645409952813492,0.00646947247970751,0.157801748902122,31.1206963147732,0.0701032877253852,14.674797976017,845.453465481591,331.752966023249,1,1,50,0.2,0.12,270
"577",7,168,28,23,45.0821209580377,5.58129938089511,0.0716094970523986,0.00373045872018204,0.436175764616828,1,0.246727871894836,48.3832,6.64924377182058,0.0822363863910302,0.00669023833595668,0.197086323044179,32.7008764358856,0.102792577494198,18.2939714193344,1368.69644602274,375.250952508724,1,1,50,0.4,0.12,270
"578",8,153,34,22,47.1463431220548,4.92270371636004,0.0931056203952269,0.00590074045838362,0.290639487146688,1,0.279988253116608,51.1696,5.97132301248289,0.100026030484297,0.00848858655664718,0.165375042848911,33.5348733384942,0.112082057797359,18.5997108697891,971.291190005595,386.768780520709,1,1,50,0.599999999999999,0.12,270
"579",9,137,32,25,44.2845087482798,4.73206694802809,0.107961645614958,0.00737318953375907,0.161984224580479,1,0.176440751552582,48.052,5.63592063824325,0.109652178867637,0.00899002264712011,0.119876535210677,11.8692597467099,0.189680342257366,15.8107368508975,1441.63185765479,485.661251735964,1,1,50,0.8,0.12,270
"580",10,183,36,25,48.2245887202547,4.4815954674206,0.105306647956284,0.00568376337979113,0.206707782281892,1,0.245302001635234,51.708,5.22594108119041,0.108565457504384,0.00719379115490057,0.145147559007069,22.1078561134787,0.148937117665353,19.4953053196271,1682.14798069481,495.113790781158,1,1,50,1,0.12,270
"581",1,45,19,17,41.474120839735,8.07548256880811,0.0678423708373562,0.00768008264749243,0.148644429187329,1,0.0621345321337382,45.6784,13.1815505442228,0.15495817448877,0.168286219794502,0.0519994540089482,7.43161528884881,0.220069658904432,10.4069146315257,312.839012052051,11.6337164022058,1,1,50,0.2,0.18,135
"582",2,64,28,25,54.9921239407624,8.96616791307929,0.091479920183301,0.0101116224212882,0.0864658581130243,1,0.0912746628125509,58.702,11.1664440082201,0.109629351777605,0.0153278096306446,0.0534310747244462,15.8191939118302,0.149126700185796,11.507134505113,635.626140065628,314.535382055295,0,1,50,0.4,0.18,135
"583",3,80,32,24,49.2845855819149,7.14965947067025,0.148906904050954,0.0194353092161495,0.0446990380937911,1,0.137065728505452,51.144,7.37651877322119,0.15862185650541,0.0208376656533705,0.0388746342056554,2.93429087086043,0.398577877778122,10.801939646403,902.670171105458,296.918933641129,0,1,50,0.599999999999999,0.18,135
"584",4,78,33,23,47.1076366700079,6.09462342531471,0.166806031955212,0.0192644081361867,0.0414552819444528,1,0.121290111541748,48.5168,6.31633407844109,0.172924643883824,0.0209913972898762,0.0386925329277203,13.3768357321975,0.344372167785774,11.1389676729838,893.194440736047,369.657989053911,1,1,50,0.8,0.18,135
"585",5,69,31,25,48.370664817606,7.28500728533975,0.154090047046739,0.0198365310283728,0.0398660999748697,1,0.0684332966804504,49.7428,7.98070954551912,0.16144672501671,0.0215824469763772,0.0373228919428573,20.2299745129215,0.237219081745998,11.4026047468185,796.205592678017,338.513349010815,1,1,50,1,0.18,135
"586",6,82,20,20,29.124156068969,4.08929065696554,0.0968118182576343,0.00754829060062438,0.194866345571382,1,0.107423611481984,31.0856,4.86083570278731,0.113558507857471,0.0130494324213096,0.10357994751605,25.2304483765358,0.11367678459211,10.0088495373726,1265.21424677558,389.93002461965,1,1,50,0.2,0.18,270
"587",7,170,36,24,49.0178836162362,4.713796548388,0.113548588257952,0.00684924946825071,0.145094439197917,1,0.256086039543152,48.8512,4.99942559325619,0.133904415582165,0.0111002455536575,0.0925469368301439,14.4638294964302,0.151347348292237,18.677541855971,1042.9840455062,369.08488874956,0,1,50,0.4,0.18,270
"588",8,170,37,24,45.8624184413004,3.90674053465951,0.13562884944932,0.00939438043894834,0.120603837948258,1,0.28444193204244,47.136,4.16072453443635,0.145352289027487,0.0113770002117772,0.0911439693997315,21.6813390969439,0.145515750351017,19.8459031025569,1274.016480448,429.075708496236,1,1,50,0.599999999999999,0.18,270
"589",9,138,38,25,47.4534176589765,4.20781822593127,0.153619334952269,0.0126685506285255,0.0798791185947321,1,0.150658047199249,48.9676,4.7173988362987,0.164990130319952,0.0157557322056141,0.0626617969078737,28.2014696699772,0.143876147511229,18.2941799879074,834.448038525775,310.444729011179,1,1,50,0.8,0.18,270
"590",10,153,38,23,45.4832827130037,3.62831706663368,0.151136544291276,0.0111023255965654,0.101225564494355,1,0.208968671162923,47.1292,4.14364275367798,0.165819424394467,0.014208291101456,0.0708780564574637,17.7260726485702,0.134345504059459,17.5790173649788,1325.34935819626,360.561666689467,1,1,50,1,0.18,270
"591",1,79,20,19,38.5105995500458,6.35147087581269,0.0596071381873054,0.00428289434815568,0.36250782665809,1,0.0943411429723104,48.8884,10.3113566066754,0.0711515112003295,0.00918759262122287,0.118942127524556,17.0843576485843,0.102501447031908,12.8432755112648,841.063244042277,298.210048710625,1,1,50,0.2,0.12,135
"592",2,93,28,23,50.8221259511475,7.07473046379308,0.0776405312124527,0.00575898794003344,0.177957995497635,1,0.131618277231852,57.0668,9.10966147191284,0.0866771660326926,0.00975597754175715,0.10362174598379,9.1767366490193,0.190550351653248,12.2803934693336,921.268808563814,292.396952658221,0,1,50,0.4,0.12,135
"593",3,73,27,21,47.4263474419911,7.01766139571486,0.0896991236371642,0.00827795677019921,0.125065416429282,1,0.0733022491137187,51.0532,8.01583877261085,0.0944107497344648,0.00950317240900044,0.0984921701949634,21.0963495844694,0.193359504189595,10.2613836884499,1142.71792370943,463.606010541277,1,1,50,0.599999999999999,0.12,135
"594",4,86,30,23,51.4323408765381,7.15745661575143,0.0868586416440116,0.00785294451169443,0.150341227814762,1,0.0966859817504883,55.0852,8.15934868407886,0.0908884113077108,0.0101027396576035,0.117448312051435,2.30055345259121,0.463849203153293,12.3872236649195,877.274685547331,333.16904799892,0,1,50,0.8,0.12,135
"595",5,116,36,24,58.3994075901008,6.97243266611201,0.0985214519693134,0.00746094074034029,0.120790710514909,1,0.142855155467987,58.942,7.34886646601598,0.107212014348732,0.0104435783845316,0.0981328485177212,11.8143502022942,0.296810757968017,15.5326896707217,837.887387353763,479.978210042766,0,1,50,1,0.12,135
"596",6,203,26,22,45.8657440173431,6.16562456428981,0.0571753091886615,0.00253251154978091,0.785469210696517,1,0.205504314104716,51.324,7.60182472144933,0.0673547064763536,0.0054029775764863,0.238864472740367,43.5099878741586,0.0779000800263756,18.7332312822342,1317.34549809833,332.419481024241,1,1,50,0.2,0.12,270
"597",7,221,33,24,48.3672008329874,5.05789657324682,0.0818744351353755,0.00362393838339687,0.390448661335003,1,0.390937920411428,52.6468,6.2707079721024,0.0942761763787109,0.00683546347965188,0.15985681705335,29.2763802804498,0.0889116839647442,23.3235798756282,1460.33103051193,411.321248918703,0,1,50,0.4,0.12,270
