,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,N,N_se,sigma,sigma_se,lambda0,beta,r,runtime,ess_N,ess_sigma,N_better,sigma_better,beta_true,sigma_true,mu0_true,r_true,N_true,lambda0_true,lambda0_better
104,174,38,25,50.71144148,4.692156802,0.108569798,0.006391006,0.18699868,1,0.258366354,51.9656,4.894772738,0.114745827,0.008878148,0.145231112,1.0764703,0.522978843,15.67622978,1216.361591,373.4085421,0,1,0.8,0.12,0.01,0.5,50,0.110524266,1
105,142,36,25,47.92490671,4.716845532,0.121653168,0.008844661,0.126092294,1,0.163275266,48.8844,4.802943259,0.132190644,0.011741577,0.09626595,1.400077437,0.439591831,13.29791838,1215.531341,367.6747715,1,0,1,0.12,0.01,0.5,50,0.110524266,1
106,154,39,25,56.77012896,5.722230667,0.106254667,0.006548668,0.139202219,1,0.17499009,55.2204,5.648131053,0.129613869,0.019970472,0.093205636,0.319643906,0.722091372,14.76786446,889.3560961,126.6325605,1,1,0.2,0.18,0.01,0.5,50,0.049121896,1
107,140,36,25,45.18062691,4.217803923,0.150984065,0.013308458,0.082260289,1,0.13896999,46.2636,4.21155671,0.191814815,0.028576535,0.045186401,0.378137046,0.483911159,12.81847428,1799.316366,157.5148132,1,1,0.4,0.18,0.01,0.5,50,0.049121896,1
108,134,38,25,46.06745897,4.210481581,0.171942191,0.016944979,0.066056886,1,0.117380432,48.86,4.34796066,0.19992782,0.033351207,0.041252623,0.509222563,0.526820361,13.00447026,1269.799632,120.6374752,1,0,0.6,0.18,0.01,0.5,50,0.049121896,1
109,151,41,25,53.09275109,4.770660276,0.145662109,0.011483653,0.08064556,1,0.173826007,54.0916,4.880075357,0.164650513,0.020669696,0.059521102,0.55297925,0.680907492,14.86711717,1077.358718,189.7939145,0,1,0.8,0.18,0.01,0.5,50,0.049121896,1
110,127,38,25,48.69984432,4.670801916,0.157637367,0.014454013,0.067208006,1,0.098161284,48.1124,4.158976445,0.195657344,0.033977563,0.045790903,0.824879137,0.574756733,12.65539043,1431.798657,121.4288615,0,1,1,0.18,0.01,0.5,50,0.049121896,1
111,147,30,19,66.84990646,9.39693319,0.04121579,0.002128117,0.75492094,1,0.140694491,61.8136,11.49652657,0.082372104,0.018553613,0.128438937,0.153381087,0.426962671,14.79708515,294.1906876,70.46643758,1,1,0.2,0.12,0.005,0.25,50,0.055262133,1
112,140,28,22,55.05256507,7.580666737,0.052888888,0.002544163,0.541287999,1,0.145083865,52.6476,9.189798431,0.095360948,0.017756127,0.104751193,0.334913599,0.35855281,13.25121568,333.3172338,81.34996946,1,1,0.4,0.12,0.005,0.25,50,0.055262133,1
113,141,33,24,60.74304789,7.504293164,0.063707787,0.003164517,0.349080209,1,0.145552842,58.97,10.0707531,0.12408173,0.022812397,0.057751388,0.594914719,0.258729674,14.41881626,373.1791843,125.6598761,1,1,0.6,0.12,0.005,0.25,50,0.055262133,1
114,103,25,20,41.23009344,5.659128332,0.074279683,0.005031073,0.321202034,1,0.111597701,37.8308,5.039556549,0.109423225,0.01218417,0.124200607,0.706790981,0.399540647,9.793741838,1048.58671,307.5030051,0,1,0.8,0.12,0.005,0.25,50,0.055262133,1
115,87,24,22,39.47813585,5.767525213,0.088911957,0.007710353,0.161543781,1,0.089610398,43.006,9.319952178,0.151661595,0.028890175,0.036972039,0.826922425,0.208394423,9.360191484,400.3656274,192.2061196,1,0,1,0.12,0.005,0.25,50,0.055262133,1
116,97,29,22,58.61123981,8.2116049,0.058652566,0.003554911,0.304838588,1,0.106834014,51.2464,7.892287521,0.119958701,0.025923334,0.067595261,0.225629008,0.384297576,10.96186395,580.4135746,91.11420824,1,1,0.2,0.18,0.005,0.25,50,0.024560948,1
117,83,28,20,60.87675516,9.057267807,0.058291268,0.003919747,0.233439685,1,0.105447555,50.578,8.922766516,0.203750354,0.08697697,0.026779786,0.294501008,0.249388474,10.06087464,398.7552707,36.14853526,1,1,0.4,0.18,0.005,0.25,50,0.024560948,1
118,101,34,21,59.49637524,7.720922208,0.098244375,0.008160795,0.09637492,1,0.136986601,51.0372,6.667353118,0.215656868,0.049800259,0.025138287,0.550771822,0.232984577,11.50319107,800.4586711,96.00538958,1,1,0.6,0.18,0.005,0.25,50,0.024560948,1
119,69,26,20,44.3183632,6.698705966,0.110737856,0.011480381,0.073998074,1,0.090327271,44.6356,8.349245271,0.193877281,0.041882406,0.023492865,0.718930679,0.219347051,9.079137051,694.779753,163.507438,1,1,0.8,0.18,0.005,0.25,50,0.024560948,1
120,72,31,22,46.59020503,6.351263408,0.136792693,0.014323853,0.059116718,1,0.098927728,53.8604,8.868481935,0.171273969,0.029201262,0.028642675,1.088932448,0.260263387,10.13399169,884.4556722,191.5476363,0,1,1,0.18,0.005,0.25,50,0.024560948,1
121,489,39,22,70.32488909,7.711666815,0.050338046,0.001257915,1.460596884,1,0.250435026,55.2896,6.613382385,0.114383414,0.020063242,0.141808129,0.191312653,0.284610585,37.14004834,197.9949244,42.88542293,1,1,0.2,0.12,0.01,0.25,50,0.110524266,1
122,477,39,22,66.17892107,6.975849291,0.05647025,0.001349792,1.167743689,1,0.259778059,49.1976,4.824672551,0.149211249,0.021365888,0.094690222,0.300090295,0.229544889,35.5172828,235.9957171,61.65426045,1,1,0.4,0.12,0.01,0.25,50,0.110524266,1
123,325,29,23,51.23366318,6.47911804,0.053399767,0.001772877,1.184584668,1,0.211416503,42.7264,6.249285116,0.111827532,0.020705684,0.137661232,0.521444884,0.271991133,21.94380637,266.4539494,63.16699626,0,1,0.6,0.12,0.01,0.25,50,0.110524266,1
124,382,39,24,58.02230933,5.611610734,0.071214502,0.002404483,0.758383323,1,0.359936066,53.6028,5.359302287,0.109625391,0.010337999,0.171993444,0.849664263,0.309226019,30.36983671,641.1912858,173.3069314,1,1,0.8,0.12,0.01,0.25,50,0.110524266,1
125,248,35,25,53.44374348,5.614475102,0.075175988,0.003056459,0.470480781,1,0.239771338,51.16,5.952862726,0.112908793,0.011722311,0.123192875,0.878886618,0.28714593,21.23207274,770.6545778,201.3523997,1,1,1,0.12,0.01,0.25,50,0.110524266,1
126,258,39,23,69.12618758,7.561921041,0.060844722,0.002092975,0.540677909,1,0.284107856,52.906,5.267662034,0.145605212,0.025796916,0.078770117,0.162378723,0.307895913,22.74327901,308.4258659,61.74293416,1,1,0.2,0.18,0.01,0.25,50,0.049121896,1
127,179,36,25,54.18113328,5.674122507,0.089679078,0.004633221,0.226970133,1,0.244424176,47.904,4.736977896,0.16613936,0.024690504,0.056710652,0.513890436,0.27488364,16.99558083,692.9467437,131.4277185,1,1,0.4,0.18,0.01,0.25,50,0.049121896,1
128,181,37,24,47.858392,4.275579396,0.118349486,0.007210004,0.157455609,1,0.167198702,49.7992,4.709198443,0.14514581,0.014197855,0.076370598,0.708385108,0.313179779,17.54890745,1207.530704,261.0270762,1,1,0.6,0.18,0.01,0.25,50,0.049121896,1
129,185,42,24,55.06240601,4.683030614,0.119122025,0.006925823,0.144707213,1,0.179073127,55.5992,5.088665559,0.167697733,0.018807522,0.05495335,0.835620818,0.261378583,19.31581528,1088.239535,240.1583173,0,1,0.8,0.18,0.01,0.25,50,0.049121896,1
130,183,43,25,53.84209738,4.363057846,0.131995121,0.008602759,0.125779483,1,0.23210396,56.4512,4.848527802,0.170609173,0.018972624,0.054305877,0.668936346,0.287994355,19.50055805,1465.411144,206.7888765,0,1,1,0.18,0.01,0.25,50,0.049121896,1
131,85,29,23,57.76988973,8.315718254,0.070940335,0.0054674,0.172026248,1,0.111857537,53.112,7.607641322,0.099134356,0.016991598,0.095837404,0.080626675,0.775104856,11.22835037,706.3144841,151.200445,1,1,0.2,0.12,0.005,0.5,50,0.055262133,1
132,57,23,19,43.39274281,7.285108394,0.08106842,0.008519569,0.136221856,1,0.065355853,43.6912,7.521227965,0.114125622,0.032373403,0.068849474,0.156914432,0.653649591,8.667626472,1049.077422,83.77898769,1,1,0.4,0.12,0.005,0.5,50,0.055262133,1
133,60,29,21,62.00159321,10.1797187,0.072668475,0.00766446,0.130140503,1,0.069853497,66.6492,12.2324647,0.084376243,0.016102115,0.088299545,0.746232055,0.678362447,11.10291828,721.6316639,48.68296876,0,1,0.6,0.12,0.005,0.5,50,0.055262133,1
134,55,26,21,48.36346001,8.538368465,0.117136032,0.015251675,0.051786427,1,0.064445225,51.2692,9.218130013,0.124424995,0.017953437,0.04593623,29.51049094,0.626788383,9.159427643,929.4061967,291.2180229,1,0,0.8,0.12,0.005,0.5,50,0.055262133,0
135,67,26,21,43.3748381,6.77639823,0.107925655,0.012111225,0.08432661,1,0.097016815,46.4432,7.873269277,0.118054528,0.016189921,0.062062294,2.783348011,0.331143813,9.457051226,920.0881163,332.8897909,1,1,1,0.12,0.005,0.5,50,0.055262133,1
136,67,29,23,49.01297255,7.937161817,0.128042576,0.016802186,0.051704309,1,0.10106949,53.5752,8.864433215,0.147618656,0.038379252,0.038154627,0.215909181,0.708649324,10.23563259,966.247929,74.31647789,0,1,0.2,0.18,0.005,0.5,50,0.024560948,1
137,82,30,23,47.23561757,6.593343707,0.132323519,0.015223766,0.056804006,1,0.115655291,45.7148,5.878782612,0.182439906,0.036382917,0.033618921,0.45008993,0.554065069,10.27852898,1228.539852,130.7578171,0,1,0.4,0.18,0.005,0.5,50,0.024560948,1
138,60,27,20,46.09841254,8.271509574,0.144705648,0.023144134,0.037574082,1,0.09571983,43.4008,6.853243476,0.20464678,0.074219263,0.027436694,1.114899684,0.635822502,8.738164274,706.7730268,53.65044202,0,1,0.6,0.18,0.005,0.5,50,0.024560948,1
139,56,32,23,64.22526756,13.21282917,0.153814902,0.027781395,0.023879399,1,0.093938975,80.646,28.97620631,0.281552893,0.132678997,0.009130216,0.00674138,0.714337434,11.42598431,31.49118041,28.23932809,0,0,0.8,0.18,0.005,0.5,50,0.024560948,0
140,56,24,21,34.33360163,5.485182954,0.178181021,0.027473119,0.035332698,1,0.076325993,39.4412,7.687482131,0.245518095,0.078862306,0.01830172,0.039393998,0.782814199,8.202550928,186.1820864,59.37367794,1,0,1,0.18,0.005,0.5,50,0.024560948,1
141,147,31,23,47.77996171,5.558910626,0.089765485,0.005374342,0.203160008,1,0.226530774,41.498,4.407739474,0.13222998,0.019011461,0.105996539,0.443800701,0.453950819,12.95260949,886.445967,160.0617859,0,1,0.2,0.12,0.01,0.5,50,0.110524266,1
142,119,31,24,45.20712579,5.25534531,0.104740129,0.007753632,0.145235232,1,0.147301233,45.4356,5.275090831,0.121015443,0.013188112,0.098730693,0.658696999,0.510411319,11.40862729,1417.596929,289.6595037,1,1,0.4,0.12,0.01,0.5,50,0.110524266,1
143,156,36,25,52.32185896,5.544413986,0.097368631,0.006120602,0.192263696,1,0.211546147,50.23,5.566389663,0.128118529,0.01967674,0.102193205,0.629004157,0.450459896,14.66778682,414.7575961,117.0851178,1,1,0.6,0.12,0.01,0.5,50,0.110524266,1
144,148,36,25,52.94153158,5.554939493,0.100877953,0.006155331,0.160352107,1,0.220616551,51.5864,5.349054121,0.119020844,0.012031914,0.111046395,0.597388515,0.550945676,14.50262899,1463.450993,310.3076849,1,1,0.8,0.12,0.01,0.5,50,0.110524266,1
145,94,29,23,47.57341107,6.288584448,0.091306119,0.0073296,0.14900759,1,0.115892386,46.51,6.119614356,0.102378174,0.010812309,0.123024322,1.801227682,0.586063369,10.55816806,1019.535758,355.0154899,0,1,1,0.12,0.01,0.5,50,0.110524266,1
146,154,38,25,54.62803964,5.624938582,0.113734813,0.007824032,0.116377845,1,0.218417343,50.7692,4.823654052,0.169890738,0.032919592,0.056495864,0.100887509,0.602263153,15.00997785,737.385302,76.68576501,1,1,0.2,0.18,0.01,0.5,50,0.049121896,1
147,167,39,25,47.62942187,4.074755185,0.159604874,0.014192175,0.078644066,1,0.162496038,48.3344,4.012507536,0.199115556,0.033337908,0.047041593,0.365372715,0.560435966,15.68982425,771.4294167,97.97835022,1,1,0.4,0.18,0.01,0.5,50,0.049121896,1
148,154,39,25,48.25571514,4.098905664,0.144211382,0.010710576,0.100170045,1,0.209524814,50.8984,4.450977637,0.157850219,0.016529472,0.06706615,0.513771501,0.533109215,15.30689387,1852.134116,237.9671916,1,1,0.6,0.18,0.01,0.5,50,0.049121896,1
149,126,41,25,52.45299416,4.896826973,0.168309275,0.015341348,0.056836963,1,0.140629188,54.8736,5.110544991,0.191501827,0.022985655,0.03897002,0.796466769,0.510638012,14.25481508,1516.751503,246.5822034,0,1,0.8,0.18,0.01,0.5,50,0.049121896,0
150,146,41,25,54.27012541,5.130634886,0.146874191,0.01230889,0.072668283,1,0.170305208,52.898,4.737992764,0.183280284,0.025610695,0.048675815,0.720169566,0.514738892,15.4547834,1189.285286,180.0011975,1,1,1,0.18,0.01,0.5,50,0.049121896,1
151,140,23,17,48.94455308,7.694594948,0.04351236,0.002144802,0.808196353,1,0.137327282,44.2824,15.23079253,0.135304621,0.044831455,0.052834634,0.211651755,0.229301237,11.3551011,67.17954476,39.56730042,0,1,0.2,0.12,0.005,0.25,50,0.055262133,1
152,148,32,22,66.12114383,8.717102659,0.048500903,0.002340874,0.584839869,1,0.154787962,58.7028,9.917268427,0.109276437,0.021583305,0.076387071,0.219399797,0.325294253,14.40105456,363.2473676,89.24261206,1,1,0.4,0.12,0.005,0.25,50,0.055262133,1
153,102,27,19,51.45999747,7.301552521,0.060292488,0.003876334,0.365100296,1,0.119610262,54.68,9.807347941,0.089950983,0.016794832,0.101723616,0.336720369,0.414855598,11.0744172,641.4530234,111.4385564,0,1,0.6,0.12,0.005,0.25,50,0.055262133,1
154,94,26,20,47.33062621,6.668591323,0.069045106,0.004492157,0.267209888,1,0.119361206,49.1008,8.668834918,0.11320847,0.02178782,0.065064651,0.461626557,0.315071489,10.19072938,805.1752228,128.7291345,1,1,0.8,0.12,0.005,0.25,50,0.055262133,1
155,121,34,22,57.8871878,7.058198739,0.079800544,0.005366105,0.207467181,1,0.120911324,63.1732,10.7446629,0.125405629,0.018495234,0.050347713,0.648205927,0.262546793,13.69481767,416.1783434,174.2617112,0,1,1,0.12,0.005,0.25,50,0.055262133,1
156,132,38,21,70.36499632,8.340207227,0.075556063,0.004424684,0.181149296,1,0.143639235,61.4312,7.483078587,0.227610061,0.046261786,0.018877098,0.142652305,0.210155862,14.37601396,1057.175769,101.3704597,1,1,0.2,0.18,0.005,0.25,50,0.024560948,1
157,77,26,23,50.02111421,7.556124773,0.080159941,0.006556118,0.132736468,1,0.096906515,46.4044,7.907532628,0.183685339,0.063190626,0.027195037,0.276216447,0.262996388,9.16007431,520.0130993,39.16619738,0,1,0.4,0.18,0.005,0.25,50,0.024560948,1
158,54,25,20,50.15864465,8.789958919,0.088120267,0.01030123,0.090691786,1,0.064281412,54.1972,12.26063789,0.134745712,0.028036392,0.034605582,0.631287445,0.335502122,8.764711877,615.3737427,160.7755354,0,1,0.6,0.18,0.005,0.25,50,0.024560948,1
159,89,32,22,56.21042457,7.706861051,0.10722623,0.009995615,0.074653916,1,0.158213615,47.4176,6.421752549,0.228205502,0.059399028,0.023648966,0.887376628,0.231710597,10.37415851,660.5852913,100.6686815,1,1,0.8,0.18,0.005,0.25,50,0.024560948,1
160,60,29,21,71.84143342,12.01126744,0.059335905,0.005633942,0.152784294,1,0.066753232,77.9132,15.8381945,0.07753975,0.018532908,0.083816789,0.612821748,0.632406528,11.27602343,420.3913325,91.70233467,0,1,1,0.18,0.005,0.25,50,0.024560948,1
161,403,34,21,64.59052781,7.819543214,0.045877259,0.001323608,1.664943293,1,0.172253156,50.2352,7.225563263,0.11017155,0.022599921,0.145249595,0.184884279,0.282234886,26.93627962,151.9097853,37.8612381,1,1,0.2,0.12,0.01,0.25,50,0.110524266,1
162,399,36,21,65.46330822,7.528132573,0.050334294,0.00143008,1.348710185,1,0.208605893,57.5028,9.368003841,0.111930236,0.020159883,0.1044272,0.436375022,0.233159654,27.91156645,149.9832487,48.61989182,1,1,0.4,0.12,0.01,0.25,50,0.110524266,1
163,339,39,23,69.60622175,7.624451093,0.053063297,0.001684587,1.127666399,1,0.238788919,62.8304,8.764859665,0.099309639,0.013802938,0.141367148,0.699488141,0.279574653,26.10870973,196.1746911,105.200425,1,1,0.6,0.12,0.01,0.25,50,0.110524266,1
164,324,36,24,51.88063166,5.05263932,0.078529214,0.002706318,0.537276626,1,0.264024516,48.712,5.25434099,0.133413648,0.015341551,0.096755901,0.739483393,0.242094938,23.19999181,440.680627,145.6402449,1,1,0.8,0.12,0.01,0.25,50,0.110524266,1
165,290,36,24,48.96764289,4.522043975,0.088037075,0.003537228,0.422778792,1,0.297310527,45.6568,4.268665173,0.131290235,0.013599342,0.130370832,0.868339079,0.286152733,21.10709091,816.7002323,154.4064876,0,1,1,0.12,0.01,0.25,50,0.110524266,1
166,239,41,24,64.55139466,6.424624331,0.078427387,0.003140721,0.321835615,1,0.240836799,53.7964,4.791088483,0.177354127,0.03322615,0.053050731,0.141970097,0.274183192,19.92385954,453.1130698,60.13499983,1,1,0.2,0.18,0.01,0.25,50,0.049121896,1
167,230,43,23,54.0480027,4.289050354,0.118305546,0.006775138,0.181334061,1,0.272953626,53.2388,4.178607288,0.22905185,0.07300794,0.040200704,0.339569764,0.219954227,20.65566539,532.8797566,20.34580246,1,1,0.4,0.18,0.01,0.25,50,0.049121896,1
168,183,35,23,49.75360347,5.028738433,0.098734069,0.005331603,0.201275393,1,0.194220432,46.7672,5.256087399,0.171610077,0.025414836,0.052287508,0.769645129,0.225975092,16.31503405,509.9187113,163.9942493,0,1,0.6,0.18,0.01,0.25,50,0.049121896,1
169,185,40,25,59.77521434,5.923986752,0.100727929,0.005478048,0.15115663,1,0.241391893,52.9224,4.863439056,0.176671381,0.025341359,0.049028396,0.572352779,0.268195341,18.0775352,1070.885493,140.2083195,1,1,0.8,0.18,0.01,0.25,50,0.049121896,1
170,163,39,23,51.87654825,4.853244406,0.124440928,0.008896268,0.117423847,1,0.211301819,50.5512,4.781602665,0.172314996,0.020194301,0.054727598,1.170252535,0.254032805,16.33480659,1010.523418,214.9201397,1,1,1,0.18,0.01,0.25,50,0.049121896,1
171,62,23,22,46.23515854,7.724687874,0.074683247,0.007048044,0.143365237,1,0.09353147,44.0776,7.395340064,0.101795637,0.021931228,0.083778786,0.36794248,0.669657536,8.326333622,924.2787306,112.3195856,0,1,0.2,0.12,0.005,0.5,50,0.055262133,1
172,69,25,21,44.32794003,6.855904051,0.093812624,0.009149447,0.106147103,1,0.089299484,42.1932,6.719310486,0.142501896,0.045727169,0.053951552,0.117427537,0.633950565,8.353539824,716.8811545,53.74977071,0,1,0.4,0.12,0.005,0.5,50,0.055262133,1
173,74,28,19,54.89643401,8.436124895,0.084906516,0.008176105,0.106586968,1,0.093673599,49.7696,8.012127902,0.151101004,0.046822209,0.041788735,0.220133203,0.48636294,9.332537417,427.9263546,46.48593602,1,1,0.6,0.12,0.005,0.5,50,0.055262133,1
174,56,25,18,37.84718562,6.059888896,0.145533268,0.018586892,0.049450736,1,0.07423255,40.9468,6.792762797,0.168695876,0.028819493,0.033670764,0.834175443,0.464062599,7.724440046,958.2569588,316.913543,1,0,0.8,0.12,0.005,0.5,50,0.055262133,0
175,76,29,23,51.95697646,7.591793122,0.093158767,0.008720947,0.105116093,1,0.108307608,50.6364,7.376907384,0.110288314,0.015423515,0.078677576,0.719828712,0.645850369,9.818937123,1137.648446,235.9691676,1,1,1,0.12,0.005,0.5,50,0.055262133,1
176,62,27,23,49.37342195,8.351027003,0.107783777,0.013331437,0.066581389,1,0.096913791,47.8752,8.648372257,0.194687005,0.080873626,0.027945718,0.056878116,0.655891663,8.485344442,191.2550165,35.30713719,0,1,0.2,0.18,0.005,0.5,50,0.024560948,1
177,69,35,22,78.15992428,12.6054319,0.088703214,0.009524508,0.069888533,1,0.10230908,83.3196,21.50309766,0.17590511,0.129735124,0.030794746,0.088798319,0.66755127,12.00208112,31.95424595,8.51472416,0,1,0.4,0.18,0.005,0.5,50,0.024560948,1
178,69,33,25,62.08558879,9.751459446,0.116694927,0.013382233,0.050982722,1,0.099400361,65.3228,20.88134604,0.244745739,0.163703179,0.022009056,0.328469012,0.572000083,10.33732884,39.50337267,12.06867948,0,0,0.6,0.18,0.005,0.5,50,0.024560948,1
179,59,31,23,52.07056985,9.965138851,0.194087245,0.038393284,0.020519656,1,0.055777117,57.8484,10.98421042,0.309974352,0.106086137,0.010402733,0.797323366,0.29651408,9.287223053,539.1540031,112.6334192,0,0,0.8,0.18,0.005,0.5,50,0.024560948,0
180,76,28,23,45.33373964,6.702797825,0.125309328,0.014443589,0.060847201,1,0.093014669,45.6356,6.692737088,0.13924438,0.022518866,0.051881385,1.477618331,0.55301341,9.359305076,869.8229103,208.5997508,1,1,1,0.18,0.005,0.5,50,0.024560948,1
181,177,29,23,40.20201204,4.316265739,0.09629996,0.005121527,0.251404101,1,0.23014071,42.6464,5.182442486,0.097081436,0.012202943,0.211870616,0.296102927,0.640655494,14.1984236,579.8440725,179.5204731,1,1,0.2,0.12,0.01,0.5,50,0.110524266,1
182,174,34,24,52.61280561,5.780550705,0.08546607,0.004435619,0.242498306,1,0.20902369,45.04,4.806624747,0.154340459,0.041819516,0.083618757,0.152092272,0.452453682,14.64680081,183.2556408,45.40387734,0,1,0.4,0.12,0.01,0.5,50,0.110524266,1
183,121,36,23,56.57923185,6.397905096,0.091981971,0.006125392,0.171005651,1,0.121835367,57.2812,6.816796465,0.109122745,0.012958557,0.103787774,0.551783534,0.534296441,13.32340258,919.8924049,199.2189253,0,1,0.6,0.12,0.01,0.5,50,0.110524266,1
184,144,35,25,47.01015103,4.635770707,0.116000839,0.007903358,0.142764529,1,0.185922627,49.3996,4.956303645,0.116128421,0.01046579,0.126655996,1.117288578,0.576826167,13.74437611,1157.533715,368.3149869,1,1,0.8,0.12,0.01,0.5,50,0.110524266,1
185,164,36,25,50.4966499,5.105870794,0.1068635,0.00666123,0.158639404,1,0.169245501,50.032,5.211318368,0.117826941,0.013230468,0.127844968,0.819051584,0.596615841,15.09101047,810.9840606,166.5979827,1,1,1,0.12,0.01,0.5,50,0.110524266,1
186,147,38,25,51.46585112,4.949817769,0.120367662,0.008185978,0.121707287,1,0.177849817,51.628,4.960993911,0.169876567,0.039442161,0.055752883,0.101468051,0.567324771,14.36050348,722.74881,58.3790513,0,1,0.2,0.18,0.01,0.5,50,0.049121896,1
