,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,beta_true,sigma_true,mu0_true,r_true,N_true,lambda0_true,lambda0_better
98,71,33,21,56.46647947,9.362857203,0.148060177,0.021990744,0.035459221,1,0.096009616,398.9630161,53.70203522,8.176252525,0.21953142,0.05828781,0.016841813,0.652878528,0.361255355,1,0.461439995,20,376.3246191,1,0,4096,0.6,0.18,0.005,0.5,50,0.024560948,1
99,57,29,22,48.86474609,8.683187322,0.155535539,0.023227435,0.032752564,1,0.075254734,325.2324638,50.59094105,8.712461986,0.172255241,0.037077417,0.023920592,0.631589663,0.665934044,1,0.434270108,20,315.5241166,1,1,4096,0.8,0.18,0.005,0.5,50,0.024560948,1
100,37,26,21,68.63166384,21.64936832,0.168272656,0.046662505,0.012871581,1,0.06108952,219.5355487,82.50861978,41.60186747,0.47281981,0.315829805,0.002349937,0.573363291,0.249346175,1,0.282630984,20,213.6331205,0,0,4096,1,0.18,0.005,0.5,50,0.024560948,0
101,179,40,25,65.36045626,6.908831953,0.077862182,0.00393401,0.274981863,1,0.210434401,711.5689339,57.92109931,6.370025435,0.110182623,0.016490774,0.121681636,0.249909709,0.537185501,1,1.36797239,20,635.4717024,1,1,4096,0.2,0.12,0.01,0.5,50,0.110524266,1
102,162,38,25,55.77438857,5.635283807,0.099938985,0.005659981,0.167205031,1,0.221848134,714.8997169,49.48736843,4.56647256,0.143185183,0.016417052,0.079851931,0.567714569,0.413099268,1,1.083700335,20,632.304957,1,0,4096,0.4,0.12,0.01,0.5,50,0.110524266,1
103,164,35,24,52.1009178,5.553040957,0.091753626,0.0051839,0.21779872,1,0.237261319,676.424051,43.71677419,4.017446118,0.147170546,0.020638308,0.086221949,0.482196744,0.423660051,1,1.188727419,20,595.2677876,0,1,4096,0.6,0.12,0.01,0.5,50,0.110524266,1
104,174,38,25,50.71144054,4.692156575,0.108569801,0.006391007,0.18699867,1,0.244482056,747.1426691,50.75370322,4.692981339,0.11548667,0.008696098,0.142362744,1.129579418,0.503197533,1,1.315303469,20,677.9203616,0,1,4096,0.8,0.12,0.01,0.5,50,0.110524266,1
105,142,36,25,47.92491518,4.716849403,0.121653146,0.008844659,0.126092372,1,0.173736544,662.4001493,47.41336696,4.563275256,0.134066516,0.011720331,0.092764102,1.425339578,0.421149369,1,0.841829741,20,605.5136088,0,0,4096,1,0.12,0.01,0.5,50,0.110524266,0
106,154,39,25,56.77019704,5.722236234,0.106254594,0.006548657,0.139202407,1,0.148610262,705.5523397,52.97857796,5.403166835,0.132449195,0.020370917,0.086232059,0.357214524,0.673106876,1,1.066988949,20,664.0460305,1,1,4096,0.2,0.18,0.01,0.5,50,0.049121896,1
107,140,36,25,45.18062695,4.217805303,0.150984065,0.013308458,0.082260289,1,0.127069791,696.4854446,44.65884025,3.84140749,0.197291576,0.028798618,0.041119128,0.405575949,0.447125322,1,0.79813693,20,630.9190948,0,1,4096,0.4,0.18,0.01,0.5,50,0.049121896,1
108,134,38,25,46.06745453,4.21048111,0.171942185,0.016944978,0.066056896,1,0.117972887,692.8321913,46.94693459,4.004949242,0.204127526,0.030344861,0.038600694,0.567217324,0.486299305,1,0.804088871,20,626.4024273,1,0,4096,0.6,0.18,0.01,0.5,50,0.049121896,1
109,151,41,25,53.09276612,4.770664092,0.145662089,0.011483649,0.080645565,1,0.186545865,759.0935127,52.40676139,4.566560566,0.166320276,0.020669788,0.056853952,0.597687764,0.636468293,1,1.043738246,20,714.2088948,1,1,4096,0.8,0.18,0.01,0.5,50,0.049121896,1
110,127,38,25,48.69978496,4.670787379,0.157637646,0.014454058,0.06720779,1,0.099105807,657.1234079,46.64617267,3.950416001,0.195775722,0.026828529,0.043504911,0.877293516,0.534324041,1,0.762829383,20,614.1526786,0,1,4096,1,0.18,0.01,0.5,50,0.049121896,1
111,147,30,19,66.84990646,9.39693319,0.04121579,0.002128117,0.75492094,1,0.140819983,427.3769995,60.0155947,12.49518699,0.083103434,0.020672368,0.104906858,0.202036471,0.382279076,1,1.052086945,20,372.8241858,1,1,4096,0.2,0.12,0.005,0.25,50,0.055262133,1
112,140,28,22,55.05256629,7.580668768,0.052888888,0.002544163,0.541287985,1,0.141346288,461.1566451,49.97656139,8.863663599,0.099206937,0.01938692,0.086335536,0.355193699,0.325832765,1,0.953233254,20,377.8612348,1,1,4096,0.4,0.12,0.005,0.25,50,0.055262133,1
113,141,33,24,60.74305553,7.504293496,0.063707787,0.003164517,0.349080199,1,0.144320921,538.0532464,57.31707152,10.23029307,0.124583942,0.022026807,0.050867487,0.641628354,0.238569995,1,1.013496331,20,426.9066007,1,1,4096,0.6,0.12,0.005,0.25,50,0.055262133,1
114,103,25,20,41.23001895,5.659114582,0.074279914,0.005031111,0.321200856,1,0.144937563,402.9452215,35.85965227,4.719757246,0.112942661,0.013326008,0.114016268,0.72842451,0.380047735,1,0.703090398,20,340.5522489,0,1,4096,0.8,0.12,0.005,0.25,50,0.055262133,1
115,87,24,22,39.47814108,5.767525713,0.088911952,0.00771035,0.161543797,1,0.096249326,391.2411672,39.25702078,8.724438076,0.164992483,0.036675257,0.029759244,0.859241297,0.183354006,1,0.68044825,20,295.6521687,0,0,4096,1,0.12,0.005,0.25,50,0.055262133,1
116,97,29,22,58.6111104,8.2115857,0.058652589,0.003554914,0.304838294,1,0.107038641,396.6880702,47.17041444,7.315975998,0.130171325,0.031689708,0.053061492,0.250625911,0.338360283,1,0.728703145,20,343.9437031,1,1,4096,0.2,0.18,0.005,0.25,50,0.024560948,1
117,83,28,20,60.87659738,9.057240514,0.058291489,0.003919781,0.233438237,1,0.108488592,362.252809,43.91866156,6.417993855,0.246346439,0.091810861,0.014590391,0.321235974,0.184613246,1,0.557840168,20,318.9439988,1,1,4096,0.4,0.18,0.005,0.25,50,0.024560948,1
118,101,34,21,59.49650893,7.720938744,0.098243903,0.008160682,0.096375589,1,0.112098968,503.0957122,47.70136154,5.650152217,0.230334111,0.056601355,0.020998329,0.573696934,0.210074568,1,0.69979804,20,419.5058022,1,1,4096,0.6,0.18,0.005,0.25,50,0.024560948,1
119,69,26,20,44.31833573,6.698699236,0.11073786,0.011480388,0.073998114,1,0.088834667,361.3222649,40.89594128,6.959604092,0.204200658,0.045089219,0.020631527,0.775440006,0.199330112,1,0.456894922,20,305.2663146,0,1,4096,0.8,0.18,0.005,0.25,50,0.024560948,1
120,72,31,22,46.5902099,6.351262484,0.136792657,0.014323847,0.059116764,1,0.078188332,390.5453578,50.48716526,7.748152324,0.173475429,0.025720236,0.027077956,1.115536214,0.247222676,1,0.505531859,20,347.1487062,1,1,4096,1,0.18,0.005,0.25,50,0.024560948,1
121,489,39,22,70.32488909,7.711666815,0.050338046,0.001257915,1.460596884,1,0.296558698,860.5013766,51.34706826,6.193561923,0.124576072,0.023466264,0.117244791,0.207593271,0.260109271,1,3.498913058,20,521.5471851,1,1,4096,0.2,0.12,0.01,0.25,50,0.110524266,1
122,477,39,22,66.17892111,6.975841946,0.05647025,0.001349792,1.16774369,1,0.318451007,993.1089975,46.28857312,3.889417532,0.161851886,0.025497492,0.08171953,0.315280631,0.213986852,1,3.713333678,20,562.6068099,1,1,4096,0.4,0.12,0.01,0.25,50,0.110524266,1
123,325,29,23,51.23366315,6.479120944,0.053399767,0.001772877,1.184584668,1,0.263870414,698.7645536,41.85665161,6.482128783,0.110468606,0.018591804,0.120619831,0.561575887,0.25400254,1,2.470254489,20,444.7953359,0,1,4096,0.6,0.12,0.01,0.25,50,0.110524266,1
124,382,39,24,58.02240534,5.611622815,0.071214324,0.002404477,0.758384854,1,0.398278693,1025.177905,51.87156602,5.06575834,0.111848418,0.010284558,0.162603998,0.858527619,0.300865388,1,2.840118504,20,665.2828051,1,1,4096,0.8,0.12,0.01,0.25,50,0.110524266,1
125,248,35,25,53.44376103,5.614479154,0.075175983,0.003056458,0.470480823,1,0.294335918,810.039981,49.29347821,5.770796092,0.115244398,0.012786525,0.115891013,0.894775591,0.277935623,1,1.705914783,20,555.0936256,1,1,4096,1,0.12,0.01,0.25,50,0.110524266,1
126,258,39,23,69.12630614,7.561938417,0.060844544,0.002092962,0.540679865,1,0.292865074,812.4886542,50.24243042,4.764195634,0.158100649,0.031372876,0.063123731,0.175848731,0.276529251,1,1.935092243,20,612.2423914,1,1,4096,0.2,0.18,0.01,0.25,50,0.049121896,1
127,179,36,25,54.18113278,5.674122299,0.089679079,0.00463322,0.226970135,1,0.291762475,731.5007524,45.93537787,4.353614099,0.173375251,0.025750556,0.051202424,0.524137088,0.260223688,1,1.302537775,20,569.7041514,1,1,4096,0.4,0.18,0.01,0.25,50,0.049121896,1
128,181,37,24,47.85829935,4.275562363,0.11834992,0.007210073,0.157455047,1,0.280254273,791.8082504,48.16212366,4.499061352,0.148226582,0.014962482,0.072451552,0.724377532,0.303084381,1,1.309260829,20,624.5162385,1,1,4096,0.6,0.18,0.01,0.25,50,0.049121896,1
129,185,42,24,55.06242081,4.683032712,0.11912201,0.006925822,0.144707214,1,0.243639227,835.0410981,53.67112178,4.643704496,0.173813264,0.019362732,0.05089483,0.8511677,0.249366583,1,1.251406225,20,649.5196033,1,1,4096,0.8,0.18,0.01,0.25,50,0.049121896,1
130,183,43,25,53.84210292,4.363060752,0.131995093,0.008602756,0.125779593,1,0.272576137,850.8611713,54.78276724,4.58070379,0.17324786,0.01871653,0.05187869,0.688389426,0.278943618,1,1.299372319,20,676.9733666,0,1,4096,1,0.18,0.01,0.25,50,0.049121896,1
131,85,29,23,57.76988973,8.315718254,0.070940335,0.0054674,0.172026248,1,0.100549452,392.7163007,51.03424896,7.813055934,0.101183872,0.02099679,0.084921617,0.178849653,0.64773579,1,0.69976817,20,375.0356667,1,1,4096,0.2,0.12,0.005,0.5,50,0.055262133,1
132,57,23,19,43.39275252,7.285110642,0.081068429,0.008519573,0.136221747,1,0.051788553,277.7696088,39.86087595,6.881498002,0.117721524,0.027306769,0.058478328,0.272203722,0.554430063,1,0.503966196,20,262.582535,0,1,4096,0.4,0.12,0.005,0.5,50,0.055262133,1
133,60,29,21,62.00155243,10.17970698,0.072668578,0.007664486,0.13014062,1,0.055641186,299.6308744,63.59953644,11.06189629,0.083214618,0.011559825,0.083902958,0.80353944,0.592184995,1,0.655054812,20,290.3078149,0,1,4096,0.6,0.12,0.005,0.5,50,0.055262133,1
134,55,26,21,48.36333486,8.53835272,0.117136627,0.015251877,0.051786116,1,0.095051154,302.2219028,47.9256545,8.388496204,0.129602562,0.019558254,0.040433649,1.118240318,0.488813256,1,0.499841579,20,294.0097956,0,0,4096,0.8,0.12,0.005,0.5,50,0.055262133,0
135,67,26,21,43.37483002,6.776396902,0.107925642,0.012111223,0.084326656,1,0.079729176,343.2986358,44.26130154,7.62049604,0.119753161,0.016752536,0.058615134,3.104632936,0.291805434,1,0.437037408,20,315.624862,1,1,4096,1,0.12,0.005,0.5,50,0.055262133,1
136,67,29,23,49.01298605,7.937166999,0.128042567,0.016802183,0.051704298,1,0.087081246,364.8593922,49.16455088,7.972438298,0.157985474,0.044282676,0.030550567,0.267379288,0.601318464,1,0.496092474,20,344.6730232,1,1,4096,0.2,0.18,0.005,0.5,50,0.024560948,1
137,82,30,23,47.23561966,6.593343816,0.132323519,0.015223771,0.056804006,1,0.106015142,438.1193282,42.68827458,5.3712984,0.19939417,0.041546581,0.027135217,0.487807032,0.467616541,1,0.559927531,20,413.9958151,0,1,4096,0.4,0.18,0.005,0.5,50,0.024560948,1
138,60,27,20,46.09824831,8.271466583,0.144705867,0.023144246,0.037574102,1,0.085825479,336.469581,39.30933748,6.275775951,0.201217453,0.050683637,0.025148527,1.467622136,0.507600983,1,0.432618312,20,319.4106452,0,1,4096,0.6,0.18,0.005,0.5,50,0.024560948,1
139,56,32,23,64.22527286,13.21283062,0.153814892,0.027781363,0.023879399,1,0.081007155,325.2212604,66.41186842,13.18514802,0.169701764,0.037313838,0.018143071,0.938228483,0.44544193,1,0.443865128,20,316.8772304,0,1,4096,0.8,0.18,0.005,0.5,50,0.024560948,0
140,56,24,21,34.33351854,5.485157778,0.178181893,0.02747337,0.035332538,1,0.086828113,317.5171842,35.22859039,5.671513933,0.204312052,0.044451717,0.023830826,0.8936529,0.434681973,1,0.43458972,20,299.8511065,1,0,4096,1,0.18,0.005,0.5,50,0.024560948,1
141,147,31,23,47.77996171,5.558910626,0.089765485,0.005374342,0.203160008,1,0.255273064,616.4031189,39.64503043,4.078378143,0.138612294,0.020412092,0.093267756,0.461763417,0.419602734,1,1.161005207,20,533.3386397,0,1,4096,0.2,0.12,0.01,0.5,50,0.110524266,1
142,119,31,24,45.20703378,5.255330771,0.104740518,0.007753705,0.145234705,1,0.200635664,543.8738365,43.54825825,4.926781184,0.124040438,0.012933995,0.092553723,0.720039923,0.471820711,1,0.994779352,20,499.2911894,0,1,4096,0.4,0.12,0.01,0.5,50,0.110524266,1
143,156,36,25,52.32185785,5.544414596,0.097368631,0.006120601,0.192263698,1,0.241647915,668.5166508,47.84353921,5.127121042,0.132227091,0.020380225,0.093512825,0.661321843,0.421425928,1,1.195433513,20,579.3200071,1,1,4096,0.6,0.12,0.01,0.5,50,0.110524266,1
144,148,36,25,52.94153222,5.554941241,0.100877948,0.006155331,0.160352141,1,0.260621123,662.649573,49.5128323,5.104665026,0.122917896,0.01365687,0.10314717,0.620523168,0.519022678,1,1.193021564,20,601.6904853,1,1,4096,0.8,0.12,0.01,0.5,50,0.110524266,1
145,94,29,23,47.57340388,6.288584049,0.091306133,0.007329603,0.14900753,1,0.136589956,437.5364831,44.80155419,5.862787854,0.10341182,0.010764161,0.117607587,1.966661098,0.535692598,1,0.742023524,20,416.6061735,0,1,4096,1,0.12,0.01,0.5,50,0.110524266,1
146,154,38,25,54.62791461,5.624918589,0.113735277,0.007824121,0.116377339,1,0.272096852,720.9719568,48.51549587,4.334430188,0.180328906,0.035493507,0.046448664,0.133589254,0.533557249,1,1.148482354,20,663.1119107,1,1,4096,0.2,0.18,0.01,0.5,50,0.049121896,1
147,167,39,25,47.62942133,4.074753638,0.159604872,0.014192174,0.078644064,1,0.187241201,825.3160039,46.5552294,3.585740121,0.207255125,0.032435639,0.042117623,0.428953809,0.501452775,1,1.166873586,20,751.6702705,0,0,4096,0.4,0.18,0.01,0.5,50,0.049121896,1
148,154,39,25,48.25571147,4.098905205,0.144211534,0.010710594,0.10016966,1,0.240699943,749.7139344,49.70304295,4.271309778,0.158338416,0.015918879,0.065316184,0.565108148,0.499803724,1,1.180158281,20,684.5546178,1,1,4096,0.6,0.18,0.01,0.5,50,0.049121896,1
149,126,41,25,52.45299986,4.896829235,0.168309256,0.015341345,0.056836973,1,0.152636445,670.026251,52.75196111,4.767249028,0.198256874,0.025449389,0.036346824,0.870975876,0.458699739,1,0.959840667,20,619.7026394,0,0,4096,0.8,0.18,0.01,0.5,50,0.049121896,0
150,146,41,25,54.27014251,5.130637751,0.146874191,0.012308891,0.07266827,1,0.207930998,743.1792669,50.96341701,4.313582577,0.190643666,0.026015535,0.044510169,0.786879015,0.464718093,1,1.038811906,20,681.1225055,1,1,4096,1,0.18,0.01,0.5,50,0.049121896,1
151,140,23,17,48.94455308,7.694594948,0.04351236,0.002144802,0.808196353,1,0.152202324,378.3067892,35.74646208,9.917490777,0.167216802,0.061378265,0.03224061,0.269075054,0.179495995,1,0.909353352,20,294.8853426,0,1,4096,0.2,0.12,0.005,0.25,50,0.055262133,1
152,148,32,22,66.12113786,8.717104582,0.048500906,0.002340874,0.584839593,1,0.148550892,480.9476274,55.49789794,11.6631059,0.116759271,0.028846346,0.060137814,0.250566049,0.286832007,1,1.140154036,20,403.2039354,1,1,4096,0.4,0.12,0.005,0.25,50,0.055262133,1
153,102,27,19,51.45999812,7.301552895,0.060292488,0.003876335,0.365100281,1,0.129281553,391.5471069,51.60286611,9.131999745,0.093740535,0.016636004,0.084580585,0.372117525,0.374560453,1,0.826475863,20,326.0306126,0,1,4096,0.6,0.12,0.005,0.25,50,0.055262133,1
154,94,26,20,47.33066456,6.668600535,0.069044863,0.00449212,0.267211231,1,0.116253757,392.0806854,46.19199734,8.314602963,0.118816483,0.021187892,0.054099559,0.481874585,0.285480054,1,0.658784354,20,321.1399302,0,1,4096,0.8,0.12,0.005,0.25,50,0.055262133,1
155,121,34,22,57.88717087,7.058195935,0.079800564,0.005366109,0.20746712,1,0.140997092,524.1885291,59.8550606,10.38876884,0.130503564,0.021681498,0.044076015,0.678152778,0.243115672,1,0.84026204,20,415.2821261,0,1,4096,1,0.12,0.005,0.25,50,0.055262133,1
156,132,38,21,70.36491215,8.340191986,0.075556078,0.004424686,0.181149315,1,0.170784064,591.7830402,58.82023425,6.912057898,0.251440687,0.055341105,0.014527855,0.166131762,0.18288727,1,0.943227259,20,473.2049132,1,1,4096,0.2,0.18,0.005,0.25,50,0.024560948,1
157,77,26,23,50.02112407,7.556127271,0.080159936,0.006556118,0.132736476,1,0.09872818,368.5096128,41.36410353,6.409472491,0.214239325,0.057287729,0.018349085,0.312279285,0.212037879,1,0.54948742,20,310.4991636,0,1,4096,0.4,0.18,0.005,0.25,50,0.024560948,1
158,54,25,20,50.15861147,8.789955805,0.08812035,0.010301248,0.090691579,1,0.080775241,279.9583063,48.10593256,9.62517142,0.146855603,0.030154734,0.027965922,0.633411436,0.293231121,1,0.394672398,20,253.8604418,0,1,4096,0.6,0.18,0.005,0.25,50,0.024560948,1
159,89,32,22,56.21043381,7.70685281,0.107225834,0.009995505,0.07465429,1,0.13922497,460.5055928,43.66908121,5.16725784,0.251778485,0.0603105,0.018915384,0.922342768,0.200062108,1,0.597710514,20,402.4818348,0,1,4096,0.8,0.18,0.005,0.25,50,0.024560948,1
160,60,29,21,71.84153369,12.01128399,0.059335665,0.005633891,0.152785277,1,0.070236401,296.2483119,76.31855765,16.23188907,0.077129174,0.014814219,0.069961108,0.8722666,0.467306759,1,0.520824202,20,280.9932914,0,1,4096,1,0.18,0.005,0.25,50,0.024560948,1
161,403,34,21,64.59052781,7.819543214,0.045877259,0.001323608,1.664943293,1,0.204940983,674.6167451,50.13661124,8.558837436,0.108759865,0.022812776,0.118226621,0.235624825,0.255406016,1,3.127796594,20,421.75846,1,1,4096,0.2,0.12,0.01,0.25,50,0.110524266,1
162,399,36,21,65.46330703,7.528131091,0.050334295,0.00143008,1.348710306,1,0.252533396,752.9617173,53.70257203,8.846389492,0.119361027,0.022544541,0.085691159,0.456642399,0.212688171,1,2.731465081,20,466.3654746,1,1,4096,0.4,0.12,0.01,0.25,50,0.110524266,1
163,339,39,23,69.6062216,7.624451029,0.053063297,0.001684587,1.127666411,1,0.278942605,775.1681805,61.57525935,8.658017708,0.099897808,0.013560642,0.123224663,0.732592309,0.260097379,1,2.45265888,20,532.1710961,1,1,4096,0.6,0.12,0.01,0.25,50,0.110524266,1
164,324,36,24,51.8806316,5.052639219,0.078529213,0.002706318,0.537276637,1,0.317333341,993.9559323,46.85252008,4.867968575,0.137272628,0.016480751,0.090376322,0.752930071,0.233648849,1,2.23453877,20,607.5652273,0,1,4096,0.8,0.12,0.01,0.25,50,0.110524266,1
165,290,36,24,48.96764321,4.522044034,0.088037074,0.003537228,0.422778806,1,0.362951287,960.1934449,43.82450816,3.89019485,0.135563324,0.014779347,0.124603819,0.860599819,0.281065323,1,2.183979066,20,610.2530223,0,1,4096,1,0.12,0.01,0.25,50,0.110524266,1
166,239,41,24,64.55139464,6.424619395,0.078427387,0.003140721,0.321835601,1,0.294937098,888.0928066,51.87682077,4.327025963,0.182884612,0.03222309,0.046350542,0.157092762,0.257142094,1,1.707834768,20,637.9097335,1,1,4096,0.2,0.18,0.01,0.25,50,0.049121896,1
167,230,43,23,54.0480028,4.289050348,0.118305545,0.006775138,0.181334061,1,0.332520525,970.7505772,51.52648281,3.743755876,0.211011266,0.040437026,0.039983203,0.357514297,0.221610948,1,1.837552261,20,644.0878811,1,1,4096,0.4,0.18,0.01,0.25,50,0.049121896,1
168,183,35,23,49.75353754,5.02872722,0.098734414,0.005331653,0.201274528,1,0.25483917,758.8596842,44.02754754,4.301068477,0.182120199,0.025304761,0.047483315,0.777207822,0.215203296,1,1.280882931,20,543.5782155,0,1,4096,0.6,0.18,0.01,0.25,50,0.049121896,1
169,185,40,25,59.77521418,5.923987723,0.100727931,0.005478048,0.151156621,1,0.282135514,822.5255965,50.94081352,4.522079285,0.186102445,0.026691371,0.043466824,0.596716055,0.249697215,1,1.394931491,20,643.0537596,1,1,4096,0.8,0.18,0.01,0.25,50,0.049121896,1
170,163,39,23,51.87654388,4.853247469,0.124440928,0.008896268,0.11742384,1,0.247019466,762.1949353,49.05995115,4.438555154,0.174701687,0.01935609,0.05288409,1.19571571,0.246691198,1,1.231513806,20,617.0511205,1,1,4096,1,0.18,0.01,0.25,50,0.049121896,1
171,62,23,22,46.23515854,7.724687874,0.074683247,0.007048044,0.143365237,1,0.111428614,297.1861112,41.64556263,7.217741454,0.10310317,0.023221696,0.074499255,0.364376262,0.604636457,1,0.555553933,20,287.212723,0,1,4096,0.2,0.12,0.005,0.5,50,0.055262133,1
172,69,25,21,44.32796619,6.855907958,0.093812562,0.009149434,0.106147258,1,0.098132126,342.6437381,39.75919989,6.139348141,0.138832648,0.032615749,0.047503978,0.232642989,0.508202217,1,0.629531105,20,323.0277423,0,1,4096,0.4,0.12,0.005,0.5,50,0.055262133,1
173,74,28,19,54.89644861,8.436125672,0.084906502,0.008176101,0.106586999,1,0.124863044,367.6270887,45.48665732,7.125561841,0.159253414,0.044547009,0.03281914,0.259092651,0.396788691,1,0.646774717,20,346.8160103,1,0,4096,0.6,0.12,0.005,0.5,50,0.055262133,1
174,56,25,18,37.84719072,6.05989059,0.145533253,0.01858689,0.049450754,1,0.073730441,310.2985553,38.27690139,6.055028682,0.177889581,0.030977134,0.029138495,0.855201774,0.371799577,1,0.514180362,20,291.4914965,1,0,4096,0.8,0.12,0.005,0.5,50,0.055262133,0
175,76,29,23,51.95697432,7.591791994,0.093158765,0.008720947,0.105116103,1,0.127237817,378.5690428,48.36347343,7.03031696,0.111365414,0.015421601,0.075140943,0.817279398,0.582521432,1,0.711310303,20,360.2681009,1,1,4096,1,0.12,0.005,0.5,50,0.055262133,1
176,62,27,23,49.37355172,8.351064012,0.107783851,0.013331447,0.066581067,1,0.09414686,329.2421671,43.11290239,6.529301963,0.22082282,0.097990363,0.017206922,0.164916862,0.438687277,1,0.650460327,20,314.8036638,0,1,4096,0.2,0.18,0.005,0.5,50,0.024560948,1
