,X,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,N_true,beta_true,sigma_true,freq
312,2,69,25,19,49.84003163,7.821193008,0.066199827,0.005910814,0.213350799,1,0.090801128,309.7433437,53.91211971,9.691633722,0.075195079,0.009141161,0.113276223,29.35653269,0.112011629,1,0.729973169,20,249.9617415,0,1,4096,50,0.4,0.12,135
313,3,69,25,19,44.20083958,6.82451538,0.08990074,0.008857632,0.121677593,1,0.086347842,335.3727782,43.40231733,7.224368191,0.106197532,0.012844954,0.076680601,20.53414806,0.141531674,1,1.011217566,20,299.8145053,0,1,4096,50,0.6,0.12,135
314,4,101,30,22,48.2409565,6.16250405,0.10114585,0.007936635,0.114467891,1,0.108882447,485.8171978,47.35315414,6.379865734,0.116119559,0.011623355,0.077926461,8.05208294,0.210760831,1,0.964414608,20,436.0960971,0,1,4096,50,0.8,0.12,135
315,5,84,28,23,44.4142695,5.961606684,0.099861512,0.008593091,0.124853816,1,0.107969749,406.6618845,46.82965834,6.703830732,0.099124738,0.009499143,0.103941917,14.62920006,0.213615775,1,0.938404131,20,367.540601,1,0,4096,50,1,0.12,135
316,6,179,27,19,54.39978735,7.682657351,0.043832904,0.002369971,1.254858926,1,0.158598991,470.139087,58.34357739,9.015275599,0.057748517,0.005647835,0.238185719,32.5196044,0.087962279,1,2.634708945,20,136.9134257,0,1,4096,50,0.2,0.12,270
317,7,170,31,25,44.78996735,4.873246672,0.090201554,0.004845033,0.26994742,1,0.159202794,660.3401204,52.51370434,6.94888361,0.096243145,0.008148828,0.109622382,22.86085878,0.084390757,1,1.557251461,20,359.5018649,1,1,4096,50,0.4,0.12,270
318,8,158,34,25,49.30357407,5.23580236,0.094230488,0.005505518,0.22096089,1,0.220030904,651.1259184,50.88997389,6.063769063,0.108200722,0.009106174,0.114083765,11.54014634,0.147416078,1,1.279284942,20,491.9596725,0,1,4096,50,0.6,0.12,270
319,9,161,37,25,51.73960657,5.083735283,0.102584428,0.005974,0.187090247,1,0.211988378,693.6193073,54.24374413,5.836657778,0.110361406,0.008117073,0.115474922,21.28517593,0.139188249,1,1.525674371,20,573.8960925,0,1,4096,50,0.8,0.12,270
320,10,192,35,25,44.95126071,4.045189527,0.107034456,0.006013851,0.240016751,1,0.226106119,766.9693261,47.67630311,4.844712807,0.112079493,0.007847771,0.145004405,38.36121184,0.098923373,1,1.763788585,20,534.5692821,1,1,4096,50,1,0.12,270
321,1,77,23,20,39.33843056,5.935704337,0.08728524,0.007423005,0.149162369,1,0.083181536,356.7663966,39.05443949,7.223373733,0.125826511,0.01893414,0.051818659,18.60089,0.078662205,1,1.025917657,20,256.9812488,0,1,4096,50,0.2,0.18,135
322,2,103,30,25,40.57482749,4.938737191,0.146680661,0.016790868,0.067701679,1,0.129135426,528.6422307,39.49028023,4.957089934,0.163023783,0.02167869,0.053684788,42.64424785,0.105295889,1,0.995739321,20,476.4619143,0,1,4096,50,0.4,0.18,135
323,3,60,26,22,41.2713705,6.339278213,0.13069428,0.015221811,0.057417886,1,0.05203346,327.1149395,42.75371281,7.215547408,0.14384785,0.019605701,0.040370979,21.19741214,0.116512973,1,0.501267894,20,295.3172183,1,1,4096,50,0.6,0.18,135
324,4,85,32,22,50.36075295,6.988710345,0.13159959,0.015219772,0.057690244,1,0.107953437,453.2115125,50.22206307,7.463486367,0.143383111,0.019277764,0.045625792,32.82992021,0.113009337,1,0.737208629,20,413.6178406,1,1,4096,50,0.8,0.18,135
325,5,86,39,24,66.74359784,9.279653045,0.135532008,0.015147476,0.04366361,1,0.120306484,477.8402595,66.46617721,9.035443357,0.13828435,0.015802655,0.041295353,1.084819427,0.999999976,1,1.353498952,20,465.8211064,1,1,4096,50,1,0.18,135
326,6,164,34,24,52.27497142,5.784752642,0.083992744,0.004783919,0.268997294,1,0.167934422,643.5365876,54.28270361,6.657863639,0.099461967,0.008118497,0.119872685,27.63238193,0.094197418,1,1.476237853,20,430.0130576,0,1,4096,50,0.2,0.18,270
327,7,149,36,24,51.82251301,5.38722026,0.102302654,0.00641142,0.16654199,1,0.19923054,657.3074973,54.83990611,6.32514897,0.107695491,0.008606831,0.109266548,15.04254404,0.157779575,1,1.436329134,20,543.7633938,0,1,4096,50,0.4,0.18,270
328,8,168,39,25,49.38345077,4.233803467,0.136250818,0.0093139,0.107993371,1,0.235710224,794.8008404,49.5305219,4.492760159,0.147475548,0.012135392,0.080655649,32.1162865,0.120277951,1,1.53645575,20,687.8318331,1,1,4096,50,0.6,0.18,270
329,9,129,31,25,37.36009428,3.320856795,0.146757645,0.011502166,0.107215281,1,0.189836502,620.3155174,33.96010775,2.214674942,0.199025199,0.022107839,0.068182836,2.739485764,0.321905122,1,1.707539713,20,541.0031534,0,1,4096,50,0.8,0.18,270
330,10,163,40,25,47.36136157,3.680118038,0.156632547,0.011978678,0.095805874,1,0.180842479,799.5440719,47.14088256,3.741694714,0.167876686,0.014046916,0.076173946,21.04377159,0.160896387,1,1.696727037,20,711.6412818,0,1,4096,50,1,0.18,270
331,1,88,19,18,36.263665,6.094217069,0.057122607,0.003872458,0.457279915,1,0.089868923,306.7172538,43.55651724,10.07500459,0.083264657,0.014155098,0.075564017,12.39861395,0.078367981,1,1.50784229,20,143.0500521,1,1,4096,50,0.2,0.12,135
332,2,73,25,20,49.12195613,7.578710077,0.071634377,0.005890249,0.174725764,1,0.090655224,336.0608636,55.89865453,10.52609467,0.086965688,0.010799539,0.071855285,12.91114254,0.115986746,1,1.037605306,20,262.2858491,0,1,4096,50,0.4,0.12,135
333,3,84,25,20,42.77892513,6.169151539,0.087142937,0.006993833,0.14972541,1,0.095609677,388.700245,43.9338577,7.009371109,0.09813798,0.010888977,0.092508081,9.501632516,0.188379939,1,0.968322305,20,336.1879976,1,1,4096,50,0.6,0.12,135
334,4,93,26,24,34.48009594,4.251040908,0.136474308,0.014297053,0.089180119,1,0.097884568,461.6765177,33.38333938,3.890228863,0.165468104,0.022238616,0.055672921,1.571837618,0.313683672,1,1.06168375,20,410.7777992,0,0,4096,50,0.8,0.12,135
335,5,66,23,23,42.67538488,6.815110144,0.07971505,0.007232625,0.15134399,1,0.081552084,311.2903015,43.26217236,7.114941804,0.083034883,0.008312329,0.123594523,32.69971752,0.187605909,1,0.971848885,20,290.844507,1,1,4096,50,1,0.12,135
336,6,175,24,17,39.86542824,5.420956853,0.061569917,0.003009063,0.805429016,1,0.156111276,492.0854729,42.89887901,6.755980938,0.077980836,0.007641591,0.177747904,33.09730429,0.070170479,1,2.566202438,20,83.81482892,1,1,4096,50,0.2,0.12,270
337,7,174,32,23,54.5820012,6.54274642,0.06760789,0.003216492,0.409476556,1,0.175683943,614.0492447,58.10886306,7.618826098,0.077731513,0.005740668,0.171561955,22.73660981,0.111743658,1,2.060680962,20,378.5825992,0,1,4096,50,0.4,0.12,270
338,8,166,38,24,57.20649156,5.886752149,0.085258734,0.004464662,0.280169847,1,0.199837943,666.2430363,59.18301161,6.870845044,0.10854821,0.008772605,0.09939127,20.48299133,0.094599246,1,1.816943971,20,446.7551673,0,1,4096,50,0.6,0.12,270
339,9,161,33,25,45.5605672,4.683562814,0.094642564,0.005613342,0.276664665,1,0.182862377,639.0758436,49.40293839,5.845115885,0.099269813,0.007834476,0.151814322,22.55437033,0.121996701,1,1.888488873,20,442.0660303,1,1,4096,50,0.8,0.12,270
340,10,185,34,24,45.09873678,4.332324634,0.103266258,0.00588307,0.2349834,1,0.240020267,744.2503959,45.30907817,4.631969661,0.117833101,0.008921572,0.133457656,20.80961716,0.132962314,1,1.610571603,20,574.2507644,1,1,4096,50,1,0.12,270
341,1,83,29,23,50.00463626,7.065570352,0.09784612,0.009227776,0.101795966,1,0.099232197,411.1363687,50.75131651,8.290853017,0.119396827,0.015155793,0.055470713,12.74063041,0.122123403,1,0.718382482,20,343.49045,0,1,4096,50,0.2,0.18,135
342,2,111,34,24,45.3958973,4.986762259,0.149499234,0.014610389,0.067141782,1,0.105030398,573.4177109,47.21325562,5.878368576,0.154805011,0.018381209,0.052279374,8.101522385,0.189554161,1,0.884619594,20,510.8864478,1,1,4096,50,0.4,0.18,135
343,3,64,26,22,40.56144204,6.039569089,0.120200844,0.012943204,0.075443978,1,0.055573344,336.2205835,42.21791138,6.896756812,0.129401668,0.016217445,0.053930237,16.1054835,0.151191442,1,0.637944114,20,306.0408927,1,1,4096,50,0.6,0.18,135
344,4,66,27,24,38.48811518,5.266336475,0.144306612,0.01553272,0.059866767,1,0.095803865,358.46421,38.44338002,5.392142417,0.152340683,0.017363905,0.050298605,19.97845639,0.175676551,1,0.590034374,20,334.234589,0,1,4096,50,0.8,0.18,135
345,5,84,39,24,60.22093262,8.280710192,0.170581415,0.02173551,0.032319983,1,0.096359869,478.5584341,58.12024456,7.647873777,0.195097475,0.030201179,0.025669407,2.187539434,0.491601607,1,0.681938124,20,458.6398096,1,0,4096,50,1,0.18,135
346,6,118,27,22,43.44903311,5.561944408,0.081128409,0.004999863,0.249674832,1,0.140470791,481.9648828,45.87558943,6.916597059,0.105635607,0.01130025,0.082574592,13.31887966,0.100640372,1,1.236382345,20,319.3146182,1,1,4096,50,0.2,0.18,270
347,7,148,32,25,39.21297737,3.50996582,0.134580028,0.00983509,0.130689643,1,0.166940689,677.5843959,41.07821949,4.222261013,0.138230318,0.012284674,0.092819117,61.32662061,0.079277614,1,1.728014092,20,528.9708251,1,1,4096,50,0.4,0.18,270
348,8,166,37,25,42.71947912,3.031942161,0.155795801,0.010458166,0.111175101,1,0.213954802,789.8369409,44.23645112,3.653062475,0.163644517,0.013283095,0.076493285,12.66875477,0.140084211,1,1.819500685,20,626.269408,1,1,4096,50,0.6,0.18,270
349,9,127,38,23,53.54484508,5.57258038,0.123527808,0.009489606,0.096538089,1,0.132075238,625.6926175,53.56910244,5.973084559,0.138645232,0.012860938,0.067016326,23.94113305,0.118503113,1,1.100606767,20,542.6413594,0,1,4096,50,0.8,0.18,270
350,10,167,42,25,49.27713784,3.437184616,0.157039779,0.010146121,0.099541182,1,0.212255665,821.8246797,48.30458823,3.203180637,0.176160943,0.013762605,0.074890895,2.314559266,0.395950282,1,1.56367437,20,736.9557694,0,1,4096,50,1,0.18,270
351,1,76,24,19,48.09777222,7.508305918,0.05846075,0.004453902,0.320657097,1,0.095935512,308.442329,52.34609046,10.83036348,0.089744323,0.012964453,0.069925755,34.54958931,0.058532797,1,0.703613834,20,183.4770101,0,1,4096,50,0.2,0.12,135
352,2,81,28,22,50.40253913,7.284766058,0.092226166,0.0081177,0.10678709,1,0.111714653,399.4612807,53.60989648,8.640952381,0.102143343,0.011368449,0.067192388,29.99907338,0.098741632,1,0.684093726,20,336.4507894,0,1,4096,50,0.4,0.12,135
353,3,77,24,19,39.64114577,5.862152614,0.087366564,0.007829209,0.169049893,1,0.082034751,349.9016957,43.04381566,7.328244491,0.099473695,0.012038155,0.08424658,12.43972329,0.13410929,1,0.612240616,20,278.4789181,1,1,4096,50,0.6,0.12,135
354,4,86,28,22,49.78069238,6.944633484,0.081397079,0.006475047,0.16385619,1,0.101501822,394.7300637,50.24394291,7.233118362,0.086402074,0.007626139,0.127155182,34.63590929,0.170955255,1,0.591458611,20,364.190108,0,1,4096,50,0.8,0.12,135
355,5,77,23,19,35.24353721,5.068066156,0.109298329,0.010436736,0.105494562,1,0.083440777,374.6328714,37.06807954,5.977994675,0.117397386,0.015056919,0.070741178,5.88737949,0.207446246,1,0.686623307,20,325.6186946,1,1,4096,50,1,0.12,135
356,6,189,28,23,48.75612735,6.281803345,0.058608882,0.002581013,0.75174073,1,0.169171472,546.1415547,56.30870878,8.234024951,0.065006505,0.005163923,0.212179106,57.26674442,0.06443593,1,1.779159073,20,107.8040457,0,1,4096,50,0.2,0.12,270
357,7,137,30,22,40.6070518,4.333298677,0.094607492,0.005814623,0.30818477,1,0.156504738,543.8853555,47.34298541,6.637292189,0.107896394,0.010606501,0.096449886,24.98124354,0.07379592,1,1.055568314,20,278.0722842,1,1,4096,50,0.4,0.12,270
358,8,178,33,24,51.18585583,5.686647135,0.078618944,0.003907025,0.344849453,1,0.262863274,653.9210827,53.26637382,6.313619512,0.085205652,0.005669669,0.195358281,43.25290417,0.106225274,1,1.488733983,20,452.0668782,0,1,4096,50,0.6,0.12,270
359,9,201,34,25,49.47276927,5.123646107,0.08909241,0.004371637,0.274821679,1,0.292949756,769.3576434,50.63972342,5.578114417,0.098912453,0.006553411,0.157049129,30.25347041,0.114019213,1,1.717444849,20,551.0248068,0,1,4096,50,0.8,0.12,270
360,10,136,29,25,42.68798778,4.981127356,0.094984916,0.006055614,0.199937424,1,0.211901943,572.644284,41.84276672,5.072132623,0.111106911,0.009401313,0.118520568,17.34986684,0.151862728,1,1.174179753,20,476.5063238,0,1,4096,50,1,0.12,270
361,1,86,24,24,38.45569002,5.315582116,0.091540935,0.00672762,0.161270913,1,0.107412402,393.3638158,40.90422679,6.301987215,0.102513793,0.010251584,0.088782546,24.92434579,0.108155045,1,0.959581598,20,316.216139,1,1,4096,50,0.2,0.18,135
362,2,93,34,25,52.29397042,6.684395225,0.116031137,0.01125462,0.087085905,1,0.06598467,472.1747621,57.71911013,9.01760329,0.131473668,0.016964083,0.046951355,7.746350335,0.139549371,1,0.744493496,20,395.6342437,0,1,4096,50,0.4,0.18,135
363,3,89,35,23,52.32147294,6.527092368,0.138703473,0.013835645,0.057868994,1,0.120886242,478.4485367,53.2939079,7.22039779,0.152036036,0.01793471,0.042716572,13.90166092,0.149766392,1,0.755387922,20,436.1022825,0,1,4096,50,0.6,0.18,135
364,4,68,31,23,47.06897632,6.92737063,0.163489089,0.021061694,0.037075115,1,0.062271404,386.5757981,45.25725825,6.322608716,0.195665041,0.03142495,0.026606308,2.374116863,0.306489854,1,0.466328744,20,359.1929748,0,1,4096,50,0.8,0.18,135
365,5,87,34,24,49.13332855,6.410666562,0.151124799,0.017439243,0.051066956,1,0.074742119,473.9075789,47.63294758,5.746823512,0.168365632,0.021446384,0.041467931,1.616381916,0.551809092,1,0.661963793,20,452.6457123,0,1,4096,50,1,0.18,135
366,6,174,30,23,37.55359791,3.516534267,0.118150083,0.00745482,0.186112913,1,0.224444366,722.8886701,39.40341667,4.588083231,0.152501031,0.016164507,0.064418923,28.08118894,0.057357269,1,1.701446482,20,353.260873,1,1,4096,50,0.2,0.18,270
367,7,182,35,23,47.35831691,4.532783544,0.109733817,0.00618673,0.168568699,1,0.263735,784.517549,49.12415953,5.30228869,0.127418015,0.010748566,0.086089815,17.07015207,0.107998575,1,1.779711696,20,573.1861057,1,1,4096,50,0.4,0.18,270
368,8,161,34,25,41.02828791,3.456946093,0.140618626,0.010287797,0.122049227,1,0.193445949,742.559356,40.99352939,3.643398797,0.156875406,0.013794948,0.082820371,7.604869219,0.17414562,1,1.545162654,20,593.883111,0,1,4096,50,0.6,0.18,270
369,9,149,35,25,41.90942724,3.444453615,0.148612183,0.011132792,0.106404599,1,0.212457927,712.7279362,43.0245544,3.924555778,0.159087633,0.014118723,0.073566421,25.06287156,0.118290762,1,1.296282939,20,600.4268046,1,1,4096,50,0.8,0.18,270
370,10,168,40,25,48.85455903,3.949256349,0.147684844,0.010808412,0.098758332,1,0.22226847,813.3880468,48.39159614,4.041451941,0.159979432,0.01364279,0.077805928,12.73424222,0.193297224,1,1.788549777,20,725.7274162,0,1,4096,50,1,0.18,270
371,1,49,15,18,34.2497034,7.122857426,0.045259953,0.004544183,0.443016611,1,0.0808249,186.865861,36.41463662,8.156278998,0.052082591,0.006888175,0.219201476,25.13795481,0.152970769,1,0.448525167,20,149.4649716,1,1,4096,50,0.2,0.12,135
372,2,81,22,18,41.30658559,6.458946442,0.069274767,0.005034604,0.230974008,1,0.102655713,347.0863359,43.41909619,7.530585586,0.083297157,0.008974113,0.107114149,23.31485267,0.107089072,1,0.915311539,20,259.3827611,1,1,4096,50,0.4,0.12,135
373,3,78,25,21,44.33800811,6.559247939,0.085408143,0.00705003,0.141353882,1,0.100021164,367.3707868,46.69648814,7.328476929,0.087998444,0.008448314,0.106811176,19.91850873,0.173021329,1,0.666344869,20,328.0426942,1,1,4096,50,0.6,0.12,135
374,4,62,27,22,45.80417573,7.300655078,0.10313933,0.011643909,0.091533657,1,0.070970213,317.8603259,45.77435922,7.535710916,0.108364442,0.012954378,0.077382656,20.05609769,0.219629639,1,0.782700408,20,300.521659,0,1,4096,50,0.8,0.12,135
375,5,81,30,24,48.67451863,6.532338689,0.105504967,0.009441292,0.097791682,1,0.120713568,408.7734243,50.44055204,7.312421738,0.113143772,0.011784255,0.070503258,18.62320686,0.150621027,1,0.600923133,20,365.480991,1,1,4096,50,1,0.12,135
376,6,195,27,24,48.68506167,6.498956096,0.053879468,0.002300903,0.938232621,1,0.166639407,517.105652,51.33816994,7.318364971,0.065040309,0.004764308,0.263288786,59.38305428,0.071926115,1,2.072306971,20,115.3106111,0,1,4096,50,0.2,0.12,270
377,7,175,35,24,52.04245571,5.518789991,0.084548775,0.004466106,0.309930807,1,0.259462702,671.092714,59.83492053,7.556569848,0.08862253,0.0072116,0.138141319,41.56111525,0.077285179,1,1.416127257,20,374.5421114,0,1,4096,50,0.4,0.12,270
378,8,178,35,24,51.33073824,5.296960584,0.088769431,0.004493859,0.268294698,1,0.230888263,700.4837084,53.54268577,6.059200435,0.100322317,0.007159071,0.135327049,37.25116264,0.090226746,1,1.636403871,20,467.0561726,0,1,4096,50,0.6,0.12,270
379,9,135,31,23,45.93780754,5.321059491,0.09172207,0.006163759,0.222702104,1,0.163380067,559.9446692,45.0558301,5.451549238,0.106160792,0.009226167,0.134552785,12.18662286,0.189989995,1,1.317516422,20,474.0292866,0,1,4096,50,0.8,0.12,270
380,10,167,35,25,47.45090916,4.555922305,0.101027104,0.005541817,0.230242149,1,0.253117601,692.1158551,48.28095319,4.974338174,0.110419083,0.007968607,0.14503933,21.15005004,0.14332919,1,1.465080925,20,539.2115636,1,1,4096,50,1,0.12,270
381,1,88,28,20,43.98767778,5.868487375,0.094374842,0.007939726,0.156368916,1,0.12112147,406.6750922,47.99877838,7.142039277,0.095959252,0.009680243,0.106388154,12.65797629,0.182670043,1,0.839378504,20,350.5808022,1,1,4096,50,0.2,0.18,135
382,2,74,29,24,50.97739622,7.59799456,0.103781461,0.010684174,0.081494082,1,0.103197038,380.6032372,53.92962077,9.144100413,0.117905109,0.015386756,0.049959171,26.07953677,0.100468899,1,0.618623277,20,333.3471319,0,1,4096,50,0.4,0.18,135
383,3,90,33,24,46.59936857,5.604279029,0.148329289,0.015272087,0.057300528,1,0.090559292,482.0904008,47.85965482,6.345521189,0.161149736,0.019989215,0.041964049,46.17734327,0.083615321,1,0.730745391,20,427.9811085,1,1,4096,50,0.6,0.18,135
384,4,66,23,23,31.29972798,4.263456013,0.151099803,0.017605482,0.061237377,1,0.061350282,352.9342534,30.56357843,4.062112102,0.161312049,0.021219449,0.052884064,3.947161301,0.444219939,1,0.551879954,20,335.6204258,0,1,4096,50,0.8,0.18,135
385,5,67,29,23,42.48347162,5.992336141,0.148238151,0.016809493,0.051609546,1,0.117967276,368.0527434,42.95016867,6.450810482,0.174563171,0.026795678,0.032953256,2.745118815,0.244909876,1,0.572942559,20,333.0403629,1,1,4096,50,1,0.18,135
386,6,190,29,23,35.53315748,3.25398761,0.11447164,0.006954885,0.236706444,1,0.236688288,744.1865713,36.29883144,3.973700586,0.143078834,0.014756358,0.092039646,16.64927595,0.092033348,1,1.890583714,20,438.6978664,1,1,4096,50,0.2,0.18,270
387,7,175,38,25,43.09810344,2.86493878,0.152383157,0.00991084,0.132638981,1,0.230428334,814.6734209,45.03180251,3.556310777,0.161616198,0.012400596,0.08252969,15.94584751,0.123840136,1,1.580838505,20,622.5401334,1,1,4096,50,0.4,0.18,270
388,8,159,35,25,43.89087272,3.949222533,0.137935916,0.010259472,0.108388387,1,0.260378536,748.2250537,42.70637171,3.928968753,0.157404282,0.014802577,0.078116679,13.28916739,0.160372669,1,1.28219349,20,640.6359019,0,1,4096,50,0.6,0.18,270
389,9,205,39,24,44.73676131,3.038788272,0.159557642,0.0112683,0.107124105,1,0.289295057,956.0726191,42.65361587,2.485469443,0.185008096,0.01798253,0.08579922,3.725692208,0.336898213,1,1.719302722,20,831.329605,0,1,4096,50,0.8,0.18,270
390,10,134,40,24,51.81238599,4.804452519,0.151981754,0.012504972,0.071447247,1,0.12134157,689.3693174,49.28665492,4.187505325,0.175986402,0.018567157,0.055966232,2.535112019,0.409172849,1,1.042417224,20,636.0011744,1,1,4096,50,1,0.18,270
391,1,113,28,21,56.04235115,7.88124939,0.054923461,0.003445586,0.411635461,1,0.199937475,421.0411275,60.32832256,9.387665215,0.065239584,0.006100303,0.168130237,25.11613384,0.111586037,1,1.443047488,20,277.0936688,0,1,4096,50,0.2,0.12,135
392,2,67,26,24,48.14992134,7.456534837,0.082256137,0.008138415,0.138128217,1,0.094473803,322.5381938,49.78226628,8.500943513,0.092659543,0.011184895,0.086801276,12.84707646,0.181441346,1,0.842988988,20,290.041035,1,1,4096,50,0.4,0.12,135
393,3,109,31,23,54.69257435,7.044936346,0.079998418,0.005315045,0.178662403,1,0.162235761,486.8039892,55.29055947,7.650994812,0.092950882,0.00865275,0.10442474,4.106573928,0.281723328,1,1.258991615,20,433.8826083,0,1,4096,50,0.6,0.12,135
394,4,92,34,25,54.90133423,7.011123527,0.105791376,0.00931446,0.09844474,1,0.127891695,461.2082677,54.77377648,7.255079672,0.114247201,0.011139416,0.077267929,44.52185461,0.131744814,1,0.9652179,20,426.5263075,1,1,4096,50,0.8,0.12,135
395,5,110,35,23,60.8133449,7.484699196,0.088396958,0.006196855,0.135650488,1,0.142853455,520.8424805,61.66046624,7.913479938,0.094953836,0.007631932,0.101954501,43.10290058,0.128499949,1,1.161019492,20,468.2211781,0,1,4096,50,1,0.12,135
